orf_name,replicate_1_PAS_nuc,replicate_2_PAS_nuc
YHR017W,139933,139933
YOR137C,581729,581766
YER096W,353312,353312
YLR326W,783124,783124
YKL089W,275041,275040
YER068W,294984,294984
YJL218W,22718,22723
YDR283C,1024926,1024917
YBR007C,248546,248559
YCL001W-B,114018,114018
YGR119C,728015,728015
YLR136C,415589,415589
YOR231W,774246,774242
YJR135C,675876,675876
YMR114C,496223,496198
YHL024W,59194,59194
YLR170C,500290,500290
YPL170W,228945,228951
YDR469W,1399692,1399692
YHR001W,107472,107472
YAL029C,87678,87679
YFL034W,68866,68866
YPL052W,459784,459789
YDR354W,1185861,1185864
YDR495C,1437904,1437904
YDR237W,937578,937578
YDR127W,709276,709276
YOR132W,574911,574911
YOR110W,530398,530398
YEL058W,44949,44957
YOR176W,663633,663627
YJL184W,83787,83783
YOR279C,843693,843693
YBR146W,536326,536276
YKL056C,334254,334254
YLR433C,1004098,1004098
YDR294C,1050477,1050477
YHR142W,384559,384559
YPL099C,363544,363545
YER094C,348584,348584
YBR058C-A,356246,356246
YDR306C,1073652,1073652
YHR065C,227324,227325
YMR314W,902589,902586
YDR381W,1238167,1238238
YPL021W,511616,511616
YDL035C,389080,389080
YHR097C,297249,297249
YJL161W,117959,117959
YJL155C,129227,129227
YCR077C,250001,250002
YEL004W,148390,148390
YNL288W,91530,91530
YOR280C,844920,844957
YDR225W,916124,916124
YMR286W,842334,842293
YNL162W,332301,332306
YCR073W-A,248090,248090
YPL085W,393748,393748
YGR063C,617374,617410
YNL316C,41889,41893
YGL087C,346196,346193
YOL057W,223005,223005
YLR246W,628203,628194
YKL008C,427263,427263
YHL018W,70066,70066
YDR182W-A,829376,829376
YNR008W,642620,642619
YLR110C,369493,369493
YLR172C,501143,501143
YLR127C,395570,395570
YGL191W,145472,145472
YGR260W,1014213,1014201
YPL233W,106899,106899
YOR067C,451559,451560
YKL081W,284696,284596
YKL114C,223304,223309
YGL018C,458934,458934
YHL028W,50685,50678
YLR450W,1035754,1035754
YGR072W,635621,635662
YGL144C,232414,232443
YDL070W,333097,333097
YLR256W,651213,651091
YJL170C,101164,101164
YOR304C-A,888202,888202
YGR268C,1025851,1025868
YMR191W,646837,646839
YBR163W,567516,567516
YBR238C,695074,695074
YOL075C,189520,189371
YHR150W,399238,399079
YBR187W,603647,603647
YML054C-A,167690,167690
YOL166W-A,654,654
YDR138W,732863,732863
YPR062W,677777,677780
YIL010W,335682,335682
YOR220W,756208,756208
YKL013C,417381,417381
YLR388W,898934,898934
YNL055C,517789,517789
YPL109C,345336,345286
YHR151C,399011,399079
YPR186C,909592,909592
YGR187C,870085,870090
YER056C,266441,266467
YJR007W,452075,452075
YCR101C,302480,302480
YJR093C,603017,603017
YLR350W,829507,829507
YMR002W,272822,272820
YCR072C,240803,240803
YBR062C,365867,365867
YJL205C,50075,50090
YDR113C,680361,680360
YER136W,441287,441287
YIL111W,155834,155813
YKL193C,78658,78658
YML069W,137190,137190
YGR213C,918578,918578
YFL042C,45567,45562
YJL197W,67553,67539
YER116C,395287,395287
YPR056W,672325,672316
YCR027C,167181,167181
YAL040C,65553,65553
YMR090W,450051,450051
YNL267W,144274,144263
YOR127W,564342,564342
YDR299W,1061368,1061371
YER163C,503111,503111
YLR225C,587520,587520
YNL149C,349270,349270
YJL019W,404879,404879
YER156C,483145,483125
YJR006W,450789,450792
YML092C,85899,85899
YFR039C,231920,231901
YOL089C,150255,150265
YLR020C,181621,181609
YDR057W,567783,567783
YIL017C,318182,318184
YHR041C,188973,188973
YMR079W,426462,426462
YDL140C,205140,205140
YJL099W,241749,241749
YLL043W,52203,52206
YGR031C-A,546758,546759
YOR178C,667444,667439
YIR008C,372944,372944
YOR338W,957995,957996
YHR111W,334407,334497
YOR077W,472734,472734
YBR199W,620379,620388
YDR164C,781944,781944
YDR161W,780508,780508
YJL167W,106229,106232
YKR080W,591494,591498
YDR302W,1068561,1068556
YBR088C,424877,424834
YMR234W,741437,741438
YER042W,235651,235651
YJR064W,557704,557704
YBR072C-A,382874,382874
YCR096C,293039,293064
YFL023W,93514,93514
YHR200W,500034,500034
YPL004C,550464,550478
YKR050W,530635,530635
YER012W,178545,178551
YBR120C,480430,480423
YLR335W,799747,799590
YMR251W-A,775254,775254
YBR105C,450731,450731
YKL103C,245940,245940
YMR190C,640711,640711
YNL291C,84173,84173
YKR082W,596453,596451
YIL124W,127208,127208
YDR499W,1450119,1450119
YJR147W,705537,705645
YGL195W,139587,139587
YHR165C,429511,429673
YER092W,343489,343489
YOR312C,900233,900233
YDR067C,582780,582780
YBR078W,394909,394925
YMR029C,328506,328506
YDR189W,840540,840530
YCL043C,48548,48548
YJL110C,209939,209939
YPL268W,37927,37927
YGL154C,215189,215189
YPR043W,654983,654980
YAL063C,23829,23830
YNL231C,215871,215870
YPL172C,224152,224154
YJL157C,123651,123651
YBL089W,51246,51246
YDR506C,1459642,1459642
YML022W,229583,229583
YNL092W,452025,452026
YIL027C,303596,303595
YER039C-A,229294,229298
YLR327C,782939,782946
YGR043C,580316,580316
YNL075W,486624,486624
YGR029W,544218,544218
YGR105W,698949,698949
YNR028W,677185,677174
YOL133W,70978,71066
YDR158W,771559,771559
YDR224C,914193,914193
YDL115C,253918,253926
YHR133C,370441,370441
YBL054W,119351,119352
YDL001W,449339,449327
YCL027W,73495,73491
YJL095W,251847,251848
YMR031C,332146,332146
YLR194C,540811,540811
YCL021W-A,84050,84050
YJL069C,310891,310891
YOR158W,633221,633222
YDR091C,626352,626343
YBR289W,782356,782356
YBR275C,751153,751151
YCR033W,190257,190257
YCR061W,227789,227789
YNL093W,450845,450845
YBL082C,69758,69757
YOR226C,761398,761399
YOR034C,394639,394639
YGR235C,961143,961146
YMR084W,437420,437420
YFR003C,152652,152652
YMR003W,273721,273720
YCL001W,112519,112519
YOR124C,554832,554832
YGL083W,355519,355519
YER036C,223319,223319
YPL256C,64812,64809
YBL029C-A,164497,164504
YLR306W,744984,744984
YLR080W,289261,289261
YPL075W,415486,415486
YPL249C,76525,76525
YPL260W,51165,51180
YEL062W,36215,36219
YPL144W,281051,281051
YMR013C,294922,294988
YPR060C,674638,674638
YNL014W,609426,609426
YNL312W,49298,49298
YPL160W,250412,250410
YDL239C,26468,26452
YDR347W,1170303,1170303
YDR488C,1428974,1428974
YMR278W,824746,824746
YIL123W,129852,129852
YMR203W,669812,669827
YMR075W,416142,416147
YBR171W,579012,579024
YLR186W,524515,524471
YNR045W,707684,707684
YOL164W,8269,8269
YJL124C,186925,186925
YGR133W,757660,757660
YER151C,469717,469717
YBR017C,270713,270789
YPR085C,708361,708352
YOR348C,986967,986967
YGL131C,261496,261496
YIR003W,362968,362968
YNL239W,201952,201952
YPL173W,224152,224154
YOR166C,646923,646921
YDR165W,786340,786342
YLR047C,239366,239366
YBR090C,426297,426273
YIR031C,412965,412965
YIL022W,312738,312738
YHR132C,368330,368335
YLR183C,520393,520393
YDL040C,378751,378728
YPR004C,563922,563922
YNR018W,665118,665118
YNR026C,672981,672981
YML027W,222744,222736
YAL044C,57901,57901
YFR040W,237391,237391
YFR018C,182936,182936
YLR291C,718156,718156
YML052W,171441,171319
YKL122C,212313,212313
YBR151W,546134,546134
YMR294W,858060,858060
YOR114W,538600,538600
YCL038C,54802,54802
YLR361C-A,849295,849295
YLR175W,507698,507698
YER100W,360468,360468
YNL102W,434540,434540
YDL008W,433994,434000
YNL056W,517998,517998
YML049C,174057,174048
YBR047W,332394,332554
YLR264W,673486,673522
YFR045W,243049,243049
YAL060W,36332,36332
YOR009W,345935,345935
YGR026W,534015,533919
YCR004C,119495,119495
YJL210W,37698,37698
YJR039W,507329,507322
YOR371C,1031415,1031395
YEL015W,128478,128478
YOR190W,691966,691966
YBR155W,550933,550933
YHR088W,282455,282455
YBL060W,110106,109982
YOR043W,412439,412438
YLR395C,909483,909483
YHR196W,493616,493637
YPR011C,582786,582786
YIL103W,173071,173071
YDL103C,275049,275062
YHR161C,420329,420329
YGR180C,855059,855069
YDL218W,67451,67390
YHL016C,72062,72062
YER004W,160506,160506
YMR317W,910749,910768
YGL090W,344658,344505
YGL005C,489524,489524
YGR108W,705118,705118
YFL026W,84103,84103
YBR262C,735513,735513
YBR271W,746249,746249
YHR135C,372497,372497
YLR192C,538454,538454
YER048W-A,251398,251382
YIR019C,389584,389593
YNL211C,249799,249799
YJL177W,91776,91777
YPR055W,670882,670882
YLR177W,512923,512918
YOR012W,357316,357330
YOR243C,789974,789974
YEL063C,31360,31506
YGL011C,474411,474410
YNR064C,749146,749146
YER005W,162421,162415
YGR175C,846726,846719
YBR067C,371913,371913
YCL032W,64731,64731
YMR006C,277389,277389
YDR286C,1035232,1035232
YLR293C,720616,720616
YDL217C,67947,67948
YGL189C,148067,148079
YCR045C,208164,208172
YJL147C,141508,141473
YNL274C,120968,120968
YGR288W,1071785,1071785
YML125C,20734,20734
YKL221W,7678,7727
YLR199C,547586,547608
YGL196W,131246,131246
YAL003W,143277,143315
YPR172W,886533,886539
YDR446W,1354718,1354623
YLR212C,564778,564778
YGL014W,468810,468794
YOR125C,558958,558958
YAL001C,147460,147460
YPR162C,866732,866738
YMR222C,715673,715672
YJR112W,637591,637591
YKL161C,149156,149156
YMR111C,492239,492239
YMR097C,459336,459336
YEL073C,7258,7269
YBR240C,700519,700519
YPL039W,480329,480329
YJL098W,245338,245351
YJL006C,423173,423163
YBL018C,185964,185964
YDR361C,1195105,1195105
YKL183C-A,98474,98470
YKL133C,191463,191463
YPL178W,212931,212993
YLR090W,322237,322236
YKL197C,70468,70468
YIL131C,100667,100663
YOL110W,110045,110040
YAL053W,48229,48229
YJR111C,635740,635740
YBR227C,673475,673475
YOR299W,880686,880686
YKL085W,280501,280501
YMR228W,725812,725812
YJR117W,643546,643546
YKR019C,476139,476139
YJR061W,553357,553357
YIR021W,398514,398514
YDR028C,497654,497655
YKL001C,438642,438800
YKL112W,228927,228927
YEL043W,73324,73324
YNR058W,735782,735782
YDR248C,957727,957727
YKL002W,438642,438642
YPR108W,743922,743922
YDR242W,948426,948426
YJR134C,673558,673632
YER002W,157620,157626
YOR018W,367002,367002
YNL313C,45161,45161
YOL068C,200172,200172
YFL002C,145038,145038
YCR063W,228707,228723
YPR125W,789555,789546
YMR043W,355093,355093
YKL150W,167634,167622
YMR303C,873194,873194
YMR074C,412875,412875
YGL057C,394784,394785
YFR032C-A,223122,223135
YLR206W,556575,556575
YBR152W,547164,547164
YDR301W,1067464,1067463
YDR047W,552974,552974
YLL046C,46689,46689
YML057W,162056,162055
YJL213W,33510,33453
YPL063W,431515,431504
YBR248C,714735,714735
YBR029C,296283,296283
YKR028W,497485,497485
YML102W,69738,69703
YOR233W,778383,778262
YHR033W,176783,176783
YMR017W,308627,308627
YLR318W,769248,769248
YDR077W,602163,602163
YBR101C,443694,443694
YPL183W-A,199569,199569
YML081C-A,103974,103973
YCR069W,240207,240207
YLR045C,234831,234831
YOL100W,132663,132663
YAL067C,7137,7137
YPR068C,682944,682944
YDL183C,130670,130669
YDR279W,1020518,1020518
YNL268W,140514,140514
YJL055W,334076,334067
YDL083C,306697,306778
YJR150C,708909,708907
YFR001W,149735,149735
YDL127W,236074,235925
YJL164C,109825,109840
YNL063W,508683,508683
YER167W,520946,520946
YIR029W,411848,411848
YER150W,468955,468955
YPL147W,275788,275777
YMR207C,677012,677012
YLR188W,530579,530579
YGR287C,1067017,1067017
YLR113W,373159,373159
YBR036C,308924,308924
YOL126C,81477,81477
YBL107C,9799,9798
YLR132C,407197,407078
YKL096C-B,259105,259105
YOL028C,270722,270565
YML066C,140456,140456
YNL153C,345452,345449
YNL320W,38683,38690
YIL004C,347821,347853
YMR247C,763370,763370
YDL235C,33249,33249
YDL004W,443790,443790
YFR047C,244113,244113
YDR277C,1014355,1014353
YKL182W,106846,106846
YGR185C,866171,866171
YOL043C,248376,248376
YHR092C,286974,286974
YNL176C,304878,304878
YEL055C,48377,48377
YLR105C,347100,346927
YLR356W,841070,841070
YPR127W,791241,791236
YBR023C,284230,284236
YLR066W,267858,267878
YLR004C,157821,157821
YHR099W,314168,314002
YBL010C,205970,205970
YJL004C,431291,431290
YNR037C,695039,695039
YNL258C,158003,157928
YGR068C,625324,625411
YGR215W,922649,922658
YDR081C,607335,607335
YFR017C,182249,182249
YKR066C,565975,565959
YBL075C,84562,84562
YMR081C,429987,429987
YGR093W,672031,672031
YMR001C,268818,268820
YNR027W,676162,676162
YFL033C,68866,68866
YLR019W,181621,181609
YLL010C,129028,129028
YDL190C,118724,118724
YDL117W,251282,251282
YMR073C,411928,411929
YMR242C,753068,753069
YEL031W,93940,93940
YKR076W,583348,583348
YOR197W,718423,718479
YJR129C,663632,663632
YIL071C,228447,228409
YJL078C,290936,291110
YDL113C,256492,256513
YGR071C,631231,631215
YKL184W,98132,98132
YDR116C,682540,682532
YMR244W,758269,758268
YJR051W,531499,531499
YML047C,180103,180103
YBR268W,741650,741643
YDR336W,1146098,1146098
YJR035W,500694,500694
YIL160C,40281,40281
YDL097C,285383,285366
YOL072W,196530,196530
YOL058W,220516,220516
YGL036W,431297,431295
YNL134C,372325,372486
YCR073C,242479,242477
YOL034W,263440,263440
YHR002W,109969,109969
YGR163W,828694,828555
YPL212C,151312,151315
YDR078C,602163,602163
YGR070W,631202,631202
YDR504C,1456295,1456294
YLR368W,859335,859335
YDL234C,34296,34299
YNL242W,196192,196052
YDR016C,478275,478299
YEL001C,150301,150301
YBR142W,530678,530702
YDR251W,963184,963184
YHR001W-A,108428,108428
YDR071C,588733,588733
YKL149C,167428,167428
YEL050C,59582,59582
YLR203C,550519,550519
YOR026W,381015,381015
YFR051C,250155,250155
YJL024C,395735,395735
YPL077C,408923,409075
YPL206C,162633,162633
YNR021W,669810,669817
YMR293C,855369,855369
YPL247C,82587,82587
YNR013C,648964,648964
YGL013C,468996,468995
YLR427W,990493,990493
YDL207W,89899,89845
YMR089C,445450,445450
YLR121C,388586,388586
YCR020C,153982,153982
YHR044C,194015,194015
YGR216C,922499,922499
YAL062W,32913,32913
YLR051C,246319,246279
YER133W,434198,434198
YJL158C,122249,122249
YMR290C,849802,849799
YER019C-A,194172,194172
YDR207C,864783,864788
YGL041C-B,418619,418628
YLR016C,176796,176711
YOR016C,360226,360224
YGR046W,586362,586362
YJL136C,156320,156320
YGR067C,622290,622290
YDR201W,856977,856977
YLR034C,210294,210294
YML080W,110274,110274
YJR044C,518533,518531
YDL058W,351214,351214
YLR408C,933896,933895
YGL122C,278724,278740
YJR075W,575109,575109
YMR302C,870086,870067
YOR090C,490837,490837
YNL284C,103020,103032
YIL069C,231367,231369
YOL102C,125951,125951
YEL024W,107876,107904
YBR035C,306148,306148
YMR311C,896932,896932
YDL014W,428501,428501
YLR300W,730630,730648
YIL024C,308690,308690
YPL198W,174835,174774
YPL020C,512215,512207
YHR050W-A,209591,209592
YDR416W,1301087,1301084
YML103C,62544,62544
YFL031W,76589,76589
YOL114C,103318,103318
YDR475C,1407476,1407476
YGL111W,301554,301454
YMR275C,815547,815547
YBR218C,658536,658536
YJR132W,672932,672932
YJR024C,470243,470243
YNL026W,583704,583704
YJL207C,41207,41207
YKL041W,360961,360951
YLR035C,212240,212246
YDR144C,744250,744250
YHR118C,344214,344214
YNL130C,379418,379418
YDL212W,79257,79257
YDR052C,558339,558331
YDR285W,1035250,1035250
YLR086W,306847,306847
YLR005W,161781,161781
YKL080W,286322,286322
YDR350C,1176066,1176066
YKR070W,574684,574828
YHR112C,334268,334326
YBR025C,290546,290546
YMR067C,404395,404395
YKR086W,603209,603209
YLR429W,992900,992900
YBR115C,469565,469565
YLR275W,695024,695024
YBR066C,370013,370013
YOR122C,552190,552192
YGR169C,834505,834504
YMR047C,363265,363265
YJR070C,569441,569404
YDR119W-A,691545,691545
YLR359W,845805,845805
YPL009C,535505,535505
YLR164W,494395,494386
YKR010C,458809,458809
YPR153W,834306,834306
YDR440W,1344230,1344230
YDR129C,713131,713135
YLR412W,949212,949211
YJL200C,56274,56286
YML008C,251827,251825
YOL112W,108226,108272
YML126C,18830,18830
YNR054C,723286,723269
YDL069C,333097,333097
YER178W,548174,548174
YNL253W,171421,171421
YBL036C,150268,150268
YOR092W,497224,497133
YML050W,174261,174266
YBR140C,517411,517376
YLR126C,394661,394662
YOL128C,78245,78245
YHR042W,192772,192772
YLR363W-A,853819,853971
YPL026C,500375,500403
YHR126C,359794,359794
YDR383C,1239980,1239980
YMR165C,589900,589893
YGR238C,965963,965980
YCL042W,50941,50941
YOR375C,1041586,1041651
YNL327W,27157,27157
YDR379W,1233321,1233316
YBR192W,608959,608965
YLR008C,165241,165241
YPL277C,15484,15484
YDR011W,470631,470594
YML020W,233221,233224
YEL036C,83021,83021
YBL017C,186734,186748
YPR179C,893691,893691
YER085C,327629,327629
YGR192C,882652,882652
YKL068W,313262,313262
YLR209C,560714,560770
YPL225W,126549,126549
YFR024C-A,201901,201901
YGR023W,531093,531093
YMR202W,668210,668210
YPR110C,745657,745531
YLR226W,590513,590515
YGL039W,425162,425202
YER047C,243697,243707
YDR063W,579279,579280
YDR377W,1229247,1229247
YJR072C,570943,570947
YLR130C,402665,402646
YDL125C,238857,238857
YNL051W,533859,533859
YOL136C,67172,67172
YKR016W,471411,471411
YOR358W,1011078,1011092
YJR107W,628278,628293
YKR059W,556258,556258
YGR184C,859844,859844
YOL002C,323383,323383
YML006C,255995,255995
YOR354C,1001104,1001130
YPR131C,793670,793670
YMR284W,840151,840151
YHR026W,161715,161715
YPL243W,90412,90412
YKL142W,179403,179403
YBR008C,252457,252457
YHR061C,221274,221273
YER065C,285199,285173
YNL107W,420999,420999
YMR259C,784556,784556
YDL107W,270139,270139
YDL164C,164823,164824
YCR091W,276539,276529
YGR198W,897247,897247
YDR151C,763921,763921
YKL106W,239083,239096
YNL260C,156598,156496
YBR111W-A,462696,462695
YOL052C-A,231258,231258
YBR204C,631955,631954
YKL047W,351165,351165
YER083C,326083,326236
YBR109C,457738,457738
YKR048C,525322,525322
YDR375C,1225142,1225142
YER020W,196663,196649
YLR411W,948091,948136
YNL111C,416662,416662
YMR135C,538671,538671
YOR238W,784718,784704
YOR296W,874179,874179
YGR121W-A,733705,733705
YMR252C,775158,775159
YDR025W,492458,492458
YJR099W,616425,616425
YBR298C,802623,802623
YOL124C,85219,85219
YKL093W,265905,265905
YDL028C,400804,400804
YLL019C,105620,105735
YLR393W,907880,907880
YFL025C,84103,84103
YPL008W,542103,542088
YDR295C,1052492,1052492
YCL008C,105530,105528
YPR155C,835498,835498
YDR471W,1402682,1402682
YGL150C,220981,220986
YMR182C,624527,624528
YDR014W,476365,476365
YOR301W,882583,882582
YNR032C-A,687083,687076
YGL256W,16549,16548
YBR141C,526885,526874
YIR004W,364693,364693
YJL100W,239116,239116
YGL049C,406637,406632
YFL017W-A,104014,104014
YDL128W,234104,234080
YBL037W,150446,150446
YOL009C,308916,308916
YGR058W,607413,607413
YLR025W,195335,195327
YBL030C,162837,162837
YGR077C,637576,637576
YBR123C,484773,484776
YDR486C,1427400,1427210
YKL054C,336358,336358
YKR071C,574641,574641
YGL160W,202485,202485
YER134C,436974,436974
YOR032C,389860,389859
YDR072C,589767,589770
YER127W,415667,415667
YEL060C,39909,39911
YBR074W,389404,389404
YDR159W,775766,775763
YLL060C,21125,21125
YBR293W,788691,788691
YJR062C,553143,553143
YER165W,512201,512201
YPL047W,466562,466562
YGL107C,304332,304332
YPL081W,406280,406280
YDL134C,219628,219628
YOL036W,259398,259406
YMR260C,789155,789141
YBR065C,368222,368212
YHR036W,181949,181932
YGL238W,52542,52542
YLR405W,930921,930921
YJL026W,393803,393804
YPL202C,167933,167935
YNL046W,542999,542992
YBR216C,655351,655351
YGR138C,763769,763769
YJL122W,190388,190387
YNL126W,389835,389835
YBR127C,491024,491032
YPL152W-A,264736,264736
YDR188W,838253,838271
YHR201C,499819,499803
YPL155C,257188,257188
YJL145W,146071,146071
YDR268W,1005280,1005281
YBR133C,501581,501581
YCR036W,194456,194456
YNR050C,714076,714076
YGL158W,208620,208620
YJL198W,63533,63523
YGL147C,227598,227663
YER039C,228415,228415
YOL144W,54565,54565
YER149C,466150,466150
YGL143C,234746,234741
YGL171W,184212,184166
YMR061W,394925,394925
YKR002W,445065,445065
YKL171W,130459,130461
YOR258W,812412,812412
YOL083W,166922,166922
YGR112W,718607,718607
YJL129C,173627,173627
YMR257C,779436,779441
YJL128C,178026,178026
YDR222W,911486,911486
YFL014W,107804,107813
YBR054W,344373,344366
YCL058W-A,24083,24083
YOR087W,489754,489761
YGL114W,295652,295652
YOR196C,715474,715474
YGR234W,961398,961371
YML021C,229583,229583
YIL076W,217535,217535
YOL143C,54565,54565
YJR025C,470929,470929
YBR022W,284468,284469
YMR283C,835341,835341
YGR239C,969048,969048
YJL039C,368340,368344
YDR036C,523151,523151
YLR420W,965017,965017
YAL022C,108744,108933
YJL187C,76661,76661
YDL078C,315209,315209
YJL201W,56429,56442
YNL002C,626107,626107
YAL042W,62688,62559
YPL188W,192876,192858
YMR238W,747730,747732
YGR276C,1043674,1043647
YPL204W,165957,165957
YDL086W,302211,302211
YNR053C,720999,720999
YHR114W,340185,340182
YOR128C,564342,564342
YEL051W,59233,59233
YML129C,14383,14383
YML091C,87140,87140
YMR282C,833194,833194
YDR178W,818773,818773
YKL151C,164757,164736
YKL077W,292877,292877
YMR014W,300578,300448
YNL307C,56192,56167
YNL229C,218979,218979
YDR239C,940957,941095
YHR167W,440352,440402
YNL221C,230963,230965
YER148W,466289,466296
YPR086W,711390,711390
YBR179C,586587,586577
YCR018C,148137,147997
YPR061C,675816,675804
YHR005C-A,115511,115511
YLR057W,258004,258004
YMR241W,752993,752993
YLR258W,663150,663150
YGR193C,884361,884348
YML061C,148907,148907
YJL056C,330339,330160
YHL036W,28020,28020
YKR014C,465110,465110
YEL046C,67516,67516
YCL024W,82288,82318
YCR043C,206034,205997
YNL185C,292025,292030
YIL105C,167633,167608
YKR001C,440375,440375
YLR061W,264091,264101
YGL201C,117673,117671
YML012W,246911,246911
YGR055W,601348,601181
YDR405W,1278653,1278653
YDR059C,569164,569164
YLL041C,52952,52952
YKL183W,99798,99798
YGR200C,899932,899932
YLR404W,929556,929556
YFR044C,240021,240041
YNL281W,109125,109125
YDR391C,1257241,1257241
YER131W,424508,424512
YBR221W-A,666723,666714
YDR524C,1487330,1487335
YOR223W,760889,760904
YNR009W,643496,643496
YOR201C,720342,720339
YPL252C,73291,73291
YGR183C,858625,858733
YHR127W,361893,361894
YLL013C,121882,121882
YLR058C,257747,257747
YOR099W,513036,513036
YGL041W-A,419342,419342
YLR307C-A,746831,746831
YPR193C,922904,922904
YPR192W,922736,922741
YGL223C,78925,78925
YML113W,44871,44871
YLR075W,283765,283765
YLR145W,432869,432869
YOR007C,338888,338888
YJR110W,635908,635908
YNL230C,217133,217214
YGR013W,516689,516690
YIL035C,287687,287680
YDL010W,433288,433288
YOL067C,202047,202047
YOR350C,992775,992775
YMR243C,754743,754743
YOR054C,427677,427669
YDR002W,453813,453813
YOR335C,946200,946200
YDL046W,371976,371997
YOR275C,838917,838917
YJR031C,486524,486524
YLR065C,266249,266240
YEL003W,148738,148738
YPL105C,352662,352662
YDL074C,323903,323955
YOR257W,811512,811517
YAR029W,186621,186620
YIR022W,399384,399385
YOR011W-A,355820,355820
YOR174W,659780,659780
YIR001C,355719,355911
YBR251W,722393,722401
YBR026C,292687,292686
YLR200W,549530,549530
YLR073C,280884,280884
YKL152C,163441,163441
YLR077W,285844,285844
YBR055C,344532,344457
YPL074W,418075,418075
YIL121W,134112,133984
YGL242C,44524,44549
YFR008W,161221,161221
YJL191W,74782,74782
YLR129W,402575,402570
YDR147W,753178,753178
YGL198W,124379,124379
YIL009C-A,335528,335528
YMR032W,337536,337536
YDR089W,624855,624855
YJR011C,458592,458589
YDR051C,557036,557036
YDR345C,1162840,1162840
