orf_name,gene,chr,cat,start,stop,strand,classification,length,manually_curated,promoter_start,promoter_end,gene_body_start,gene_body_end,left_end,right_end,park_TSS,park_PAS,TSS,PAS
YBL025W,RRN10,2,gene,171481,171918,+,Verified,437,False,171114.0,171414.0,171414.0,171914.0,171414,171918.0,171414.0,,171414.0,171918.0
YBL024W,NCL1,2,gene,172534,174588,+,Verified,2054,False,172229.0,172529.0,172529.0,173029.0,172529,174709.0,172529.0,174709.0,172529.0,174709.0
YBL023C,MCM2,2,gene,174920,177526,-,Verified,2606,False,177612.0,177912.0,177112.0,177612.0,174766,177612.0,177612.0,174766.0,177612.0,174766.0
YBL022C,PIM1,2,gene,177874,181275,-,Verified,3401,False,181395.0,181695.0,180895.0,181395.0,177799,181395.0,181395.0,177799.0,181395.0,177799.0
YBL021C,HAP3,2,gene,181660,182094,-,Verified,434,False,182142.0,182442.0,181642.0,182142.0,181491,182142.0,182142.0,181491.0,182142.0,181491.0
YBL020W,RFT1,2,gene,182401,184125,+,Verified,1724,False,182020.0,182320.0,182320.0,182820.0,182320,184215.0,182320.0,184215.0,182320.0,184215.0
YBL019W,APN2,2,gene,184353,185915,+,Verified,1562,False,184002.0,184302.0,184302.0,184802.0,184302,186031.0,184302.0,186031.0,184302.0,186031.0
YBL018C,POP8,2,gene,185998,186474,-,Verified,476,False,186516.0,186816.0,186016.0,186516.0,185963,186516.0,186516.0,185963.0,186516.0,185963.0
YBL017C,PEP1,2,gene,186844,191583,-,Verified,4739,False,191765.0,192065.0,191265.0,191765.0,186778,191765.0,191765.0,186778.0,191765.0,186778.0
YBL016W,FUS3,2,gene,192451,193512,+,Verified,1061,False,192129.0,192429.0,192429.0,192929.0,192429,193648.0,192429.0,193648.0,192429.0,193648.0
YBL015W,ACH1,2,gene,194122,195702,+,Verified,1580,False,193746.0,194046.0,194046.0,194546.0,194046,195737.0,194046.0,195737.0,194046.0,195737.0
YBL014C,RRN6,2,gene,199064,201748,-,Verified,2684,False,201778.0,202078.0,201278.0,201778.0,198948,201778.0,201778.0,198948.0,201778.0,198948.0
YBL013W,FMT1,2,gene,202056,203261,+,Verified,1205,False,201691.0,201991.0,201991.0,202491.0,201991,203261.0,201991.0,,201991.0,203261.0
YBL011W,SCT1,2,gene,203538,205817,+,Verified,2279,False,203138.0,203438.0,203438.0,203938.0,203438,206020.0,203438.0,206020.0,203438.0,206020.0
YBL010C,YBL010C,2,gene,206107,206949,-,Uncharacterized,842,False,206944.0,207244.0,206444.0,206944.0,205965,206944.0,206944.0,205965.0,206944.0,205965.0
YBL009W,ALK2,2,gene,207194,209224,+,Verified,2030,False,206853.0,207153.0,207153.0,207653.0,207153,209339.0,207153.0,209339.0,207153.0,209339.0
YBL008W-A,YBL008W-A,2,gene,209409,209648,+,Uncharacterized,239,,209109.0,209409.0,209409.0,209909.0,209409,209648.0,,,209409.0,209648.0
YBL008W,HIR1,2,gene,209653,212175,+,Verified,2522,,209353.0,209653.0,209653.0,210153.0,209653,212175.0,,,209653.0,212175.0
YBL007C,SLA1,2,gene,212632,216366,-,Verified,3734,,216366.0,216666.0,215866.0,216366.0,212632,216366.0,,,216366.0,212632.0
YBL006C,LDB7,2,gene,216587,217129,-,Verified,542,False,217134.0,217434.0,216634.0,217134.0,216406,217134.0,217134.0,216406.0,217134.0,216406.0
YBL005W,PDR3,2,gene,217470,220400,+,Verified,2930,False,217109.0,217409.0,217409.0,217909.0,217409,220686.0,217409.0,220686.0,217409.0,220686.0
YBL004W,UTP20,2,gene,227636,235117,+,Verified,7481,False,227230.0,227530.0,227530.0,228030.0,227530,235203.0,227530.0,235203.0,227530.0,235203.0
YBL003C,HTA2,2,gene,235394,235792,-,Verified,398,False,235828.0,236128.0,235328.0,235828.0,235222,235828.0,235828.0,235222.0,235828.0,235222.0
YBL002W,HTB2,2,gene,236492,236887,+,Verified,395,False,236170.0,236470.0,236470.0,236970.0,236470,237080.0,236470.0,237080.0,236470.0,237080.0
YBL001C,ECM15,2,gene,237153,237467,-,Verified,314,False,237529.0,237829.0,237029.0,237529.0,237079,237529.0,237529.0,237079.0,237529.0,237079.0
YBR001C,NTH2,2,gene,238941,241283,-,Verified,2342,False,241432.0,241732.0,240932.0,241432.0,238873,241432.0,241432.0,238873.0,241432.0,238873.0
YBR002C,RER2,2,gene,241708,242568,-,Verified,860,False,242590.0,242890.0,242090.0,242590.0,241600,242590.0,242590.0,241600.0,242590.0,241600.0
YBR003W,COQ1,2,gene,242809,244230,+,Verified,1421,False,242481.0,242781.0,242781.0,243281.0,242781,244361.0,242781.0,244361.0,242781.0,244361.0
YBR004C,GPI18,2,gene,244366,245667,-,Verified,1301,False,245684.0,245984.0,245184.0,245684.0,244274,245684.0,245684.0,244274.0,245684.0,244274.0
YBR005W,RCR1,2,gene,245906,246547,+,Verified,641,False,245572.0,245872.0,245872.0,246372.0,245872,246732.0,245872.0,246732.0,245872.0,246732.0
YBR006W,UGA2,2,gene,247010,248503,+,Verified,1493,False,246585.0,246885.0,246885.0,247385.0,246885,248646.0,246885.0,248646.0,246885.0,248646.0
YBR007C,DSF2,2,gene,248806,251016,-,Uncharacterized,2210,False,251107.0,251407.0,250607.0,251107.0,248624,251107.0,251107.0,248624.0,251107.0,248624.0
YBR008C,FLR1,2,gene,252563,254209,-,Verified,1646,False,254428.0,254728.0,253928.0,254428.0,252543,254428.0,254428.0,252543.0,254428.0,252543.0
YBR009C,HHF1,2,gene,255373,255684,-,Verified,311,False,255724.0,256024.0,255224.0,255724.0,255210,255724.0,255724.0,255210.0,255724.0,255210.0
YBR010W,HHT1,2,gene,256331,256741,+,Verified,410,False,256004.0,256304.0,256304.0,256804.0,256304,256903.0,256304.0,256903.0,256304.0,256903.0
YBR011C,IPP1,2,gene,257112,257975,-,Verified,863,False,258015.0,258315.0,257515.0,258015.0,257001,258015.0,258015.0,257001.0,258015.0,257001.0
YBR013C,YBR013C,2,gene,265492,265881,-,Uncharacterized,389,False,266024.0,266324.0,265524.0,266024.0,265341,266024.0,266024.0,265341.0,266024.0,265341.0
YBR014C,GRX7,2,gene,266725,267336,-,Verified,611,False,267397.0,267697.0,266897.0,267397.0,266530,267397.0,267397.0,266530.0,267397.0,266530.0
YBR015C,MNN2,2,gene,267710,269503,-,Verified,1793,,269503.0,269803.0,269003.0,269503.0,267710,269503.0,,,269503.0,267710.0
YBR016W,YBR016W,2,gene,270247,270633,+,Verified,386,False,269899.0,270199.0,270199.0,270699.0,270199,270837.0,270199.0,270837.0,270199.0,270837.0
YBR017C,KAP104,2,gene,270947,273703,-,Verified,2756,False,273756.0,274056.0,273256.0,273756.0,270774,273756.0,273756.0,270774.0,273756.0,270774.0
YBR018C,GAL7,2,gene,274427,275527,-,Verified,1100,,275527.0,275827.0,275027.0,275527.0,274427,275527.0,,,275527.0,274427.0
YBR019C,GAL10,2,gene,276253,278352,-,Verified,2099,,278352.0,278652.0,277852.0,278352.0,276253,278352.0,,,278352.0,276253.0
YBR020W,GAL1,2,gene,279021,280607,+,Verified,1586,,278721.0,279021.0,279021.0,279521.0,279021,280607.0,,,279021.0,280607.0
YBR021W,FUR4,2,gene,281443,283344,+,Verified,1901,False,281026.0,281326.0,281326.0,281826.0,281326,283435.0,281326.0,283435.0,281326.0,283435.0
YBR022W,POA1,2,gene,283738,284271,+,Verified,533,False,283377.0,283677.0,283677.0,284177.0,283677,284427.0,283677.0,284427.0,283677.0,284427.0
YBR023C,CHS3,2,gene,284428,287925,-,Verified,3497,False,288075.0,288375.0,287575.0,288075.0,284301,288075.0,288075.0,284301.0,288075.0,284301.0
YBR024W,SCO2,2,gene,289445,290350,+,Verified,905,False,289054.0,289354.0,289354.0,289854.0,289354,290581.0,289354.0,290581.0,289354.0,290581.0
YBR025C,OLA1,2,gene,290681,291865,-,Verified,1184,False,291887.0,292187.0,291387.0,291887.0,290478,291887.0,291887.0,290478.0,291887.0,290478.0
YBR026C,ETR1,2,gene,292877,294019,-,Verified,1142,False,294041.0,294341.0,293541.0,294041.0,292762,294041.0,294041.0,292762.0,294041.0,292762.0
YBR028C,YBR028C,2,gene,294425,296002,-,Uncharacterized,1577,False,296103.0,296403.0,295603.0,296103.0,294250,296103.0,296103.0,294250.0,296103.0,294250.0
YBR029C,CDS1,2,gene,296369,297742,-,Verified,1373,False,297823.0,298123.0,297323.0,297823.0,296242,297823.0,297823.0,296242.0,297823.0,296242.0
YBR030W,RKM3,2,gene,298292,299950,+,Verified,1658,False,297722.0,298022.0,298022.0,298522.0,298022,300120.0,298022.0,300120.0,298022.0,300120.0
YBR031W,RPL4A,2,gene,300166,301254,+,Verified,1088,False,299851.0,300151.0,300151.0,300651.0,300151,301348.0,300151.0,301348.0,300151.0,301348.0
YBR033W,EDS1,2,gene,301944,304703,+,Uncharacterized,2759,,301644.0,301944.0,301944.0,302444.0,301944,304703.0,,,301944.0,304703.0
YBR034C,HMT1,2,gene,304930,305976,-,Verified,1046,False,305991.0,306291.0,305491.0,305991.0,304741,305991.0,305991.0,304741.0,305991.0,304741.0
YBR035C,PDX3,2,gene,306269,306955,-,Verified,686,False,306983.0,307283.0,306483.0,306983.0,306171,306983.0,306983.0,306171.0,306983.0,306171.0
YBR036C,CSG2,2,gene,309081,310313,-,Verified,1232,False,310362.0,310662.0,309862.0,310362.0,308888,310362.0,310362.0,308888.0,310362.0,308888.0
YBR037C,SCO1,2,gene,310565,311452,-,Verified,887,False,311494.0,311794.0,310994.0,311494.0,310496,311494.0,311494.0,310496.0,311494.0,310496.0
YBR038W,CHS2,2,gene,311898,314789,+,Verified,2891,False,311558.0,311858.0,311858.0,312358.0,311858,314972.0,311858.0,314972.0,311858.0,314972.0
YBR039W,ATP3,2,gene,315575,316510,+,Verified,935,False,315189.0,315489.0,315489.0,315989.0,315489,316689.0,315489.0,316689.0,315489.0,316689.0
YBR040W,FIG1,2,gene,316968,317864,+,Verified,896,False,316487.0,316787.0,316787.0,317287.0,316787,317864.0,316787.0,,316787.0,317864.0
YBR041W,FAT1,2,gene,318266,320275,+,Verified,2009,False,317914.0,318214.0,318214.0,318714.0,318214,320418.0,318214.0,320418.0,318214.0,320418.0
YBR042C,CST26,2,gene,320416,321609,-,Verified,1193,False,321655.0,321955.0,321155.0,321655.0,320347,321655.0,321655.0,320347.0,321655.0,320347.0
YBR043C,QDR3,2,gene,321876,323945,-,Verified,2069,False,324095.0,324395.0,323595.0,324095.0,321772,324095.0,324095.0,321772.0,324095.0,321772.0
YBR044C,TCM62,2,gene,324341,326059,-,Verified,1718,False,326143.0,326443.0,325643.0,326143.0,324269,326143.0,326143.0,324269.0,326143.0,324269.0
YBR045C,GIP1,2,gene,328173,330092,-,Verified,1919,,330092.0,330392.0,329592.0,330092.0,328173,330092.0,,,330092.0,328173.0
YBR046C,ZTA1,2,gene,330507,331511,-,Verified,1004,False,331543.0,331843.0,331043.0,331543.0,330249,331543.0,331543.0,330249.0,331543.0,330249.0
YBR047W,FMP23,2,gene,331833,332360,+,Uncharacterized,527,False,331481.0,331781.0,331781.0,332281.0,331781,332462.0,331781.0,332462.0,331781.0,332462.0
YBR048W,RPS11B,2,gene,332831,333812,+,Verified,981,False,332514.0,332814.0,332814.0,333314.0,332814,334021.0,332814.0,334021.0,332814.0,334021.0
YBR049C,REB1,2,gene,334386,336818,-,Verified,2432,False,336942.0,337242.0,336442.0,336942.0,334142,336942.0,336942.0,334142.0,336942.0,334142.0
YBR050C,REG2,2,gene,337183,338199,-,Verified,1016,False,338377.0,338677.0,337877.0,338377.0,337183,338377.0,338377.0,,338377.0,337183.0
YBR052C,RFS1,2,gene,338720,339352,-,Verified,632,False,339417.0,339717.0,338917.0,339417.0,338664,339417.0,339417.0,338664.0,339417.0,338664.0
YBR053C,YBR053C,2,gene,339675,340751,-,Uncharacterized,1076,False,340764.0,341064.0,340264.0,340764.0,339542,340764.0,340764.0,339542.0,340764.0,339542.0
YBR054W,YRO2,2,gene,343101,344135,+,Verified,1034,False,342488.0,342788.0,342788.0,343288.0,342788,344361.0,342788.0,344361.0,342788.0,344361.0
YBR055C,PRP6,2,gene,344602,347301,-,Verified,2699,False,347326.0,347626.0,346826.0,347326.0,344510,347326.0,347326.0,344510.0,347326.0,344510.0
YBR056W,YBR056W,2,gene,347879,349384,+,Uncharacterized,1505,False,347455.0,347755.0,347755.0,348255.0,347755,349429.0,347755.0,349429.0,347755.0,349429.0
YBR057C,MUM2,2,gene,352193,353293,-,Verified,1100,False,353384.0,353684.0,352884.0,353384.0,352090,353384.0,353384.0,352090.0,353384.0,352090.0
YBR058C,UBP14,2,gene,353672,356017,-,Verified,2345,False,356042.0,356342.0,355542.0,356042.0,353517,356042.0,356042.0,353517.0,356042.0,353517.0
YBR058C-A,TSC3,2,gene,356324,356566,-,Verified,242,False,356626.0,356926.0,356126.0,356626.0,356154,356626.0,356626.0,356154.0,356626.0,356154.0
YBR059C,AKL1,2,gene,356861,360187,-,Verified,3326,False,360299.0,360599.0,359799.0,360299.0,356763,360299.0,360299.0,356763.0,360299.0,356763.0
YBR060C,ORC2,2,gene,360652,362514,-,Verified,1862,False,362633.0,362933.0,362133.0,362633.0,360610,362633.0,362633.0,360610.0,362633.0,360610.0
YBR061C,TRM7,2,gene,364787,365719,-,Verified,932,False,365727.0,366027.0,365227.0,365727.0,364635,365727.0,365727.0,364635.0,365727.0,364635.0
YBR062C,YBR062C,2,gene,365976,366600,-,Uncharacterized,624,False,366632.0,366932.0,366132.0,366632.0,365879,366632.0,366632.0,365879.0,366632.0,365879.0
YBR063C,YBR063C,2,gene,366970,368184,-,Uncharacterized,1214,,368184.0,368484.0,367684.0,368184.0,366970,368184.0,,,368184.0,366970.0
YBR065C,ECM2,2,gene,368584,369678,-,Verified,1094,False,369751.0,370051.0,369251.0,369751.0,368277,369751.0,369751.0,368277.0,369751.0,368277.0
YBR066C,NRG2,2,gene,370037,370699,-,Verified,662,False,370752.0,371052.0,370252.0,370752.0,369949,370752.0,370752.0,369949.0,370752.0,369949.0
YBR067C,TIP1,2,gene,372103,372735,-,Verified,632,False,372787.0,373087.0,372287.0,372787.0,371985,372787.0,372787.0,371985.0,372787.0,371985.0
YBR068C,BAP2,2,gene,373861,375690,-,Verified,1829,False,375730.0,376030.0,375230.0,375730.0,373643,375730.0,375730.0,373643.0,375730.0,373643.0
YBR069C,TAT1,2,gene,376574,378433,-,Verified,1859,False,378539.0,378839.0,378039.0,378539.0,376430,378539.0,378539.0,376430.0,378539.0,376430.0
YBR070C,ALG14,2,gene,379221,379934,-,Verified,713,False,379988.0,380288.0,379488.0,379988.0,379179,379988.0,379988.0,379179.0,379988.0,379179.0
YBR071W,YBR071W,2,gene,380411,381046,+,Uncharacterized,635,False,380040.0,380340.0,380340.0,380840.0,380340,381322.0,380340.0,381322.0,380340.0,381322.0
YBR072W,HSP26,2,gene,382030,382674,+,Verified,644,True,381453.0,381753.0,381753.0,382253.0,381753,382841.0,381753.0,382841.0,381753.0,382841.0
YBR072C-A,YBR072C-A,2,gene,382860,383021,-,Uncharacterized,161,,383021.0,383321.0,382521.0,383021.0,382860,383021.0,,,383021.0,382860.0
YBR073W,RDH54,2,gene,383112,385988,+,Verified,2876,False,382855.0,383155.0,383155.0,383655.0,383155,386051.0,383155.0,386051.0,383155.0,386051.0
YBR074W,YBR074W,2,gene,386286,389216,+,Uncharacterized,2930,False,385982.0,386282.0,386282.0,386782.0,386282,389332.0,386282.0,389332.0,386282.0,389332.0
YBR076W,ECM8,2,gene,390227,391291,+,Verified,1064,,389927.0,390227.0,390227.0,390727.0,390227,391291.0,,,390227.0,391291.0
YBR077C,SLM4,2,gene,391805,392293,-,Verified,488,False,392353.0,392653.0,391853.0,392353.0,391578,392353.0,392353.0,391578.0,392353.0,391578.0
YBR078W,ECM33,2,gene,393123,394742,+,Verified,1619,False,392648.0,392948.0,392948.0,393448.0,392948,394895.0,392948.0,394895.0,392948.0,394895.0
YBR079C,RPG1,2,gene,395383,398277,-,Verified,2894,False,398303.0,398603.0,397803.0,398303.0,395295,398303.0,398303.0,395295.0,398303.0,395295.0
YBR080C,SEC18,2,gene,398614,400890,-,Verified,2276,False,400917.0,401217.0,400417.0,400917.0,398465,400917.0,400917.0,398465.0,400917.0,398465.0
YBR081C,SPT7,2,gene,401253,405251,-,Verified,3998,False,405398.0,405698.0,404898.0,405398.0,401106,405398.0,405398.0,401106.0,405398.0,401106.0
YBR082C,UBC4,2,gene,406628,407169,-,Verified,541,False,407235.0,407535.0,406735.0,407235.0,406462,407235.0,407235.0,406462.0,407235.0,406462.0
YBR083W,TEC1,2,gene,409169,410629,+,Verified,1460,False,408823.0,409123.0,409123.0,409623.0,409123,410705.0,409123.0,410705.0,409123.0,410705.0
YBR084W,MIS1,2,gene,411054,413981,+,Verified,2927,False,410741.0,411041.0,411041.0,411541.0,411041,414074.0,411041.0,414074.0,411041.0,414074.0
YBR084C-A,RPL19A,2,gene,414186,415261,-,Verified,1075,False,415312.0,415612.0,414812.0,415312.0,414070,415312.0,415312.0,414070.0,415312.0,414070.0
YBR085W,AAC3,2,gene,415983,416906,+,Verified,923,False,415620.0,415920.0,415920.0,416420.0,415920,417078.0,415920.0,417078.0,415920.0,417078.0
YBR085C-A,YBR085C-A,2,gene,418907,419164,-,Uncharacterized,257,False,419194.0,419494.0,418694.0,419194.0,418549,419194.0,419194.0,418549.0,419194.0,418549.0
YBR086C,IST2,2,gene,420201,423041,-,Verified,2840,False,423345.0,423645.0,422845.0,423345.0,420079,423345.0,423345.0,420079.0,423345.0,420079.0
YBR087W,RFC5,2,gene,423765,424829,+,Verified,1064,False,423455.0,423755.0,423755.0,424255.0,423755,424890.0,423755.0,424890.0,423755.0,424890.0
YBR088C,POL30,2,gene,424990,425766,-,Verified,776,False,425807.0,426107.0,425307.0,425807.0,424924,425807.0,425807.0,424924.0,425807.0,424924.0
YBR089C-A,NHP6B,2,gene,426190,426873,-,Verified,683,,426873.0,427173.0,426373.0,426873.0,426190,426873.0,,,426873.0,426190.0
YBR090C,YBR090C,2,gene,426333,427058,-,Uncharacterized,725,,427058.0,427358.0,426558.0,427058.0,426333,427058.0,,,427058.0,426333.0
YBR091C,TIM12,2,gene,427155,427484,-,Verified,329,False,427526.0,427826.0,427026.0,427526.0,427062,427526.0,427526.0,427062.0,427526.0,427062.0
YBR092C,PHO3,2,gene,427698,429101,-,Verified,1403,False,429116.0,429416.0,428616.0,429116.0,427648,429116.0,429116.0,427648.0,429116.0,427648.0
YBR093C,PHO5,2,gene,429548,430951,-,Verified,1403,False,430987.0,431287.0,430487.0,430987.0,429493,430987.0,430987.0,429493.0,430987.0,429493.0
YBR094W,PBY1,2,gene,432036,434297,+,Verified,2261,False,431671.0,431971.0,431971.0,432471.0,431971,434403.0,431971.0,434403.0,431971.0,434403.0
YBR095C,RXT2,2,gene,434406,435698,-,Verified,1292,False,435739.0,436039.0,435239.0,435739.0,434315,435739.0,435739.0,434315.0,435739.0,434315.0
YBR096W,YBR096W,2,gene,436021,436713,+,Uncharacterized,692,False,435640.0,435940.0,435940.0,436440.0,435940,436782.0,435940.0,436782.0,435940.0,436782.0
YBR097W,VPS15,2,gene,436951,441315,+,Verified,4364,False,436621.0,436921.0,436921.0,437421.0,436921,441395.0,436921.0,441395.0,436921.0,441395.0
YBR098W,MMS4,2,gene,441515,443590,+,Verified,2075,False,441218.0,441518.0,441518.0,442018.0,441518,443746.0,441518.0,443746.0,441518.0,443746.0
YBR101C,FES1,2,gene,443821,444693,-,Verified,872,False,444766.0,445066.0,444266.0,444766.0,443744,444766.0,444766.0,443744.0,444766.0,443744.0
YBR102C,EXO84,2,gene,445062,447323,-,Verified,2261,False,447355.0,447655.0,446855.0,447355.0,444957,447355.0,447355.0,444957.0,447355.0,444957.0
YBR103W,SIF2,2,gene,447709,449316,+,Verified,1607,False,447250.0,447550.0,447550.0,448050.0,447550,449365.0,447550.0,449365.0,447550.0,449365.0
YBR104W,YMC2,2,gene,449667,450656,+,Verified,989,False,449280.0,449580.0,449580.0,450080.0,449580,450741.0,449580.0,450741.0,449580.0,450741.0
YBR105C,VID24,2,gene,450881,451969,-,Verified,1088,False,451996.0,452296.0,451496.0,451996.0,450722,451996.0,451996.0,450722.0,451996.0,450722.0
YBR106W,PHO88,2,gene,452658,453224,+,Verified,566,False,452326.0,452626.0,452626.0,453126.0,452626,453365.0,452626.0,453365.0,452626.0,453365.0
YBR107C,IML3,2,gene,453793,454530,-,Verified,737,False,454552.0,454852.0,454052.0,454552.0,453793,454552.0,454552.0,,454552.0,453793.0
YBR108W,AIM3,2,gene,454822,457665,+,Verified,2843,False,454508.0,454808.0,454808.0,455308.0,454808,457853.0,454808.0,457853.0,454808.0,457853.0
YBR109C,CMD1,2,gene,457919,458362,-,Verified,443,False,458402.0,458702.0,457902.0,458402.0,457725,458402.0,458402.0,457725.0,458402.0,457725.0
YBR110W,ALG1,2,gene,458872,460221,+,Verified,1349,False,458358.0,458658.0,458658.0,459158.0,458658,460319.0,458658.0,460319.0,458658.0,460319.0
YBR111C,YSA1,2,gene,461178,461873,-,Verified,695,False,461857.0,462157.0,461357.0,461857.0,461108,461857.0,461857.0,461108.0,461857.0,461108.0
YBR111W-A,SUS1,2,gene,462139,462579,+,Verified,440,False,461839.0,462139.0,462139.0,462639.0,462139,462743.0,462139.0,462743.0,462139.0,462743.0
YBR112C,CYC8,2,gene,462870,465770,-,Verified,2900,False,465965.0,466265.0,465465.0,465965.0,462643,465965.0,465965.0,462643.0,465965.0,462643.0
YBR114W,RAD16,2,gene,467248,469620,+,Verified,2372,False,466831.0,467131.0,467131.0,467631.0,467131,469680.0,467131.0,469680.0,467131.0,469680.0
YBR115C,LYS2,2,gene,469748,473926,-,Verified,4178,False,474014.0,474314.0,473514.0,474014.0,469612,474014.0,474014.0,469612.0,474014.0,469612.0
YBR117C,TKL2,2,gene,474392,476437,-,Verified,2045,False,476675.0,476975.0,476175.0,476675.0,474236,476675.0,476675.0,474236.0,476675.0,474236.0
YBR118W,TEF2,2,gene,477671,479047,+,Verified,1376,False,477350.0,477650.0,477650.0,478150.0,477650,479138.0,477650.0,479138.0,477650.0,479138.0
YBR119W,MUD1,2,gene,479338,480323,+,Verified,985,False,478999.0,479299.0,479299.0,479799.0,479299,480468.0,479299.0,480468.0,479299.0,480468.0
YBR120C,CBP6,2,gene,480435,480923,-,Verified,488,False,481007.0,481307.0,480507.0,481007.0,480376,481007.0,481007.0,480376.0,481007.0,480376.0
YBR121C,GRS1,2,gene,481364,483367,-,Verified,2003,False,483445.0,483745.0,482945.0,483445.0,481262,483445.0,483445.0,481262.0,483445.0,481262.0
YBR122C,MRPL36,2,gene,483970,484503,-,Verified,533,False,484537.0,484837.0,484037.0,484537.0,483775,484537.0,484537.0,483775.0,484537.0,483775.0
YBR123C,TFC1,2,gene,484742,486691,-,Verified,1949,False,486760.0,487060.0,486260.0,486760.0,484678,486760.0,486760.0,484678.0,486760.0,484678.0
YBR125C,PTC4,2,gene,487199,488380,-,Verified,1181,False,488560.0,488860.0,488060.0,488560.0,487062,488560.0,488560.0,487062.0,488560.0,487062.0
YBR126C,TPS1,2,gene,488905,490392,-,Verified,1487,False,490500.0,490800.0,490000.0,490500.0,488775,490500.0,490500.0,488775.0,490500.0,488775.0
YBR127C,VMA2,2,gene,491269,492822,-,Verified,1553,False,492887.0,493187.0,492387.0,492887.0,491104,492887.0,492887.0,491104.0,492887.0,491104.0
YBR128C,ATG14,2,gene,493081,494115,-,Verified,1034,False,494148.0,494448.0,493648.0,494148.0,492799,494148.0,494148.0,492799.0,494148.0,492799.0
YBR129C,OPY1,2,gene,494353,495339,-,Verified,986,False,495375.0,495675.0,494875.0,495375.0,494220,495375.0,495375.0,494220.0,495375.0,494220.0
YBR130C,SHE3,2,gene,495592,496869,-,Verified,1277,False,496930.0,497230.0,496430.0,496930.0,495480,496930.0,496930.0,495480.0,496930.0,495480.0
YBR131W,CCZ1,2,gene,497163,499277,+,Verified,2114,False,496820.0,497120.0,497120.0,497620.0,497120,499353.0,497120.0,499353.0,497120.0,499353.0
