orf_name,gene,chr,cat,start,stop,strand,classification,length,TSS,PAS,manually_curated,promoter_start,promoter_end,gene_body_start,gene_body_end
YOL038C-A,YOL038C-A,15,gene,254926,255021,-,Uncharacterized,95,255095,254740.0,False,255095.0,255395.0,254595.0,255095.0
YOL036W,YOL036W,15,gene,256745,259030,+,Uncharacterized,2285,256353,259414.0,False,256053.0,256353.0,256353.0,256853.0
YOL029C,YOL029C,15,gene,269815,270420,-,Uncharacterized,605,270420,,,270420.0,270720.0,269920.0,270420.0
YOL024W,YOL024W,15,gene,277086,277604,+,Uncharacterized,518,277086,,,276786.0,277086.0,277086.0,277586.0
YOL019W-A,YOL019W-A,15,gene,288420,288572,+,Uncharacterized,152,288181,,False,287881.0,288181.0,288181.0,288681.0
YOL019W,YOL019W,15,gene,288898,290553,+,Uncharacterized,1655,288757,290775.0,False,288457.0,288757.0,288757.0,289257.0
YOL014W,YOL014W,15,gene,299693,300067,+,Uncharacterized,374,299545,300299.0,False,299245.0,299545.0,299545.0,300045.0
YOL013W-A,YOL013W-A,15,gene,301047,301238,+,Uncharacterized,191,301088,301347.0,False,300788.0,301088.0,301088.0,301588.0
YOL005C,RPB11,15,gene,315813,316175,-,Verified,362,316201,315780.0,False,316201.0,316501.0,315701.0,316201.0
YOR008C-A,YOR008C-A,15,gene,342857,343081,-,Uncharacterized,224,343081,,,343081.0,343381.0,342581.0,343081.0
YOR011W-A,YOR011W-A,15,gene,355652,355858,+,Uncharacterized,206,355652,,,355352.0,355652.0,355652.0,356152.0
YOR012W,YOR012W,15,gene,356543,356956,+,Uncharacterized,413,356493,357291.0,False,356193.0,356493.0,356493.0,356993.0
YOR019W,YOR019W,15,gene,368127,370319,+,Verified,2192,368001,,False,367701.0,368001.0,368001.0,368501.0
YOR020W-A,YOR020W-A,15,gene,371685,371957,+,Uncharacterized,272,371627,372158.0,False,371327.0,371627.0,371627.0,372127.0
YOR021C,YOR021C,15,gene,372798,373439,-,Uncharacterized,641,373486,372646.0,False,373486.0,373786.0,372986.0,373486.0
YOR022C,YOR022C,15,gene,373710,375857,-,Uncharacterized,2147,375878,373682.0,False,375878.0,376178.0,375378.0,375878.0
YOR032W-A,YOR032W-A,15,gene,392176,392376,+,Uncharacterized,200,392065,,False,391765.0,392065.0,392065.0,392565.0
YOR034C-A,YOR034C-A,15,gene,397426,397668,-,Uncharacterized,242,397668,,,397668.0,397968.0,397168.0,397668.0
YOR052C,YOR052C,15,gene,426772,427224,-,Verified,452,427350,426506.0,False,427350.0,427650.0,426850.0,427350.0
YOR059C,YOR059C,15,gene,438906,440258,-,Uncharacterized,1352,440258,,,440258.0,440558.0,439758.0,440258.0
YOR060C,YOR060C,15,gene,440390,441163,-,Uncharacterized,773,441188,440248.0,False,441188.0,441488.0,440688.0,441188.0
YOR062C,YOR062C,15,gene,442725,443531,-,Uncharacterized,806,443246,442649.0,False,443246.0,443546.0,442746.0,443246.0
YOR072W-B,YOR072W-B,15,gene,464469,464630,+,Uncharacterized,161,464438,,False,464138.0,464438.0,464438.0,464938.0
YOR093C,YOR093C,15,gene,497506,502452,-,Uncharacterized,4946,502482,497336.0,False,502482.0,502782.0,501982.0,502482.0
YOR097C,YOR097C,15,gene,506978,507505,-,Uncharacterized,527,507542,506876.0,False,507542.0,507842.0,507042.0,507542.0
YOR111W,YOR111W,15,gene,530429,531127,+,Uncharacterized,698,530390,531438.0,False,530090.0,530390.0,530390.0,530890.0
YOR114W,YOR114W,15,gene,537570,538454,+,Uncharacterized,884,537410,538661.0,False,537110.0,537410.0,537410.0,537910.0
YOR131C,YOR131C,15,gene,572182,572838,-,Uncharacterized,656,572898,572127.0,False,572898.0,573198.0,572398.0,572898.0
YOR152C,YOR152C,15,gene,617518,618288,-,Uncharacterized,770,618465,617362.0,False,618465.0,618765.0,617965.0,618465.0
YOR161C-C,YOR161C-C,15,gene,639121,639267,-,Uncharacterized,146,639267,,,639267.0,639567.0,638767.0,639267.0
YOR186W,YOR186W,15,gene,683111,683545,+,Uncharacterized,434,683111,,,682811.0,683111.0,683111.0,683611.0
YOR192C-C,YOR192C-C,15,gene,703988,704224,-,Uncharacterized,236,704340,703649.0,False,704340.0,704640.0,703840.0,704340.0
YOR214C,YOR214C,15,gene,745593,746303,-,Uncharacterized,710,746303,,,746303.0,746603.0,745803.0,746303.0
YOR223W,YOR223W,15,gene,759782,760660,+,Uncharacterized,878,759750,760808.0,False,759450.0,759750.0,759750.0,760250.0
YOR228C,YOR228C,15,gene,766869,767777,-,Verified,908,768050,766742.0,False,768050.0,768350.0,767550.0,768050.0
YOR238W,YOR238W,15,gene,783677,784588,+,Uncharacterized,911,783677,784680.0,False,783377.0,783677.0,783677.0,784177.0
YOR244W,ESA1,15,gene,792531,793868,+,Verified,1337,792503,794044.0,False,792203.0,792503.0,792503.0,793003.0
YOR246C,YOR246C,15,gene,795801,796793,-,Uncharacterized,992,796857,795719.0,False,796857.0,797157.0,796357.0,796857.0
YOR251C,TUM1,15,gene,802550,803464,-,Verified,914,803490,802456.0,False,803490.0,803790.0,802990.0,803490.0
YOR252W,TMA16,15,gene,803667,804203,+,Verified,536,803636,804305.0,False,803336.0,803636.0,803636.0,804136.0
YOR255W,OSW1,15,gene,807271,808107,+,Verified,836,807122,,False,806822.0,807122.0,807122.0,807622.0
YOR260W,GCD1,15,gene,813984,815720,+,Verified,1736,813934,815842.0,False,813634.0,813934.0,813934.0,814434.0
YOR262W,YOR262W,15,gene,817292,818335,+,Verified,1043,817230,818437.0,False,816930.0,817230.0,817230.0,817730.0
YOR268C,YOR268C,15,gene,825534,825932,-,Uncharacterized,398,825932,,,825932.0,826232.0,825432.0,825932.0
YOR283W,YOR283W,15,gene,847453,848145,+,Uncharacterized,692,847385,848289.0,False,847085.0,847385.0,847385.0,847885.0
YOR289W,YOR289W,15,gene,853357,854112,+,Uncharacterized,755,853357,854168.0,False,853057.0,853357.0,853357.0,853857.0
YOR292C,YOR292C,15,gene,865653,866582,-,Uncharacterized,929,866643,865593.0,False,866643.0,866943.0,866143.0,866643.0
YOR293C-A,YOR293C-A,15,gene,867998,868147,-,Uncharacterized,149,868219,,False,868219.0,868519.0,867719.0,868219.0
YOR296W,YOR296W,15,gene,870202,874071,+,Uncharacterized,3869,870055,874255.0,False,869755.0,870055.0,870055.0,870555.0
YOR302W,YOR302W,15,gene,882765,882842,+,Verified,77,882670,882854.0,False,882370.0,882670.0,882670.0,883170.0
YOR304C-A,YOR304C-A,15,gene,888520,888750,-,Uncharacterized,230,888752,888179.0,False,888752.0,889052.0,888252.0,888752.0
YOR316C-A,YOR316C-A,15,gene,907726,907935,-,Uncharacterized,209,907935,,,907935.0,908235.0,907435.0,907935.0
YOR338W,YOR338W,15,gene,956898,957989,+,Uncharacterized,1091,956898,,,956598.0,956898.0,956898.0,957398.0
YOR342C,YOR342C,15,gene,966666,967625,-,Uncharacterized,959,967983,966587.0,False,967983.0,968283.0,967483.0,967983.0
YOR352W,YOR352W,15,gene,997213,998244,+,Uncharacterized,1031,997139,998323.0,False,996839.0,997139.0,997139.0,997639.0
YOR356W,YOR356W,15,gene,1007221,1009116,+,Verified,1895,1007144,1009233.0,False,1006844.0,1007144.0,1007144.0,1007644.0
YOR365C,YOR365C,15,gene,1023461,1025572,-,Uncharacterized,2111,1025572,,,1025572.0,1025872.0,1025072.0,1025572.0
YOR376W-A,YOR376W-A,15,gene,1045196,1045351,+,Uncharacterized,155,1045196,,,1044896.0,1045196.0,1045196.0,1045696.0
YOR378W,YOR378W,15,gene,1049511,1051058,+,Uncharacterized,1547,1049511,,,1049211.0,1049511.0,1049511.0,1050011.0
YOR381W-A,YOR381W-A,15,gene,1058423,1058590,+,Uncharacterized,167,1058423,,,1058123.0,1058423.0,1058423.0,1058923.0
YOR385W,YOR385W,15,gene,1065043,1065915,+,Uncharacterized,872,1065036,1066199.0,False,1064736.0,1065036.0,1065036.0,1065536.0
YOR387C,YOR387C,15,gene,1069621,1070241,-,Uncharacterized,620,1070909,,False,1070909.0,1071209.0,1070409.0,1070909.0
YOR389W,YOR389W,15,gene,1074213,1076087,+,Uncharacterized,1874,1074167,1076406.0,False,1073867.0,1074167.0,1074167.0,1074667.0
YOR390W,YOR390W,15,gene,1076784,1077911,+,Uncharacterized,1127,1076738,1078054.0,False,1076438.0,1076738.0,1076738.0,1077238.0
YOR393W,ERR1,15,gene,1080276,1081589,+,Verified,1313,1080276,,,1079976.0,1080276.0,1080276.0,1080776.0
YOR394W,PAU21,15,gene,1082718,1083212,+,Verified,494,1082718,,,1082418.0,1082718.0,1082718.0,1083218.0
YOR394C-A,YOR394C-A,15,gene,1084202,1084369,-,Uncharacterized,167,1084369,,,1084369.0,1084669.0,1083869.0,1084369.0
YOR396W,YRF1-8,15,gene,1085473,1090863,+,Uncharacterized,5390,1085064,1090941.0,False,1084764.0,1085064.0,1085064.0,1085564.0
YPL283C,YRF1-7,16,gene,280,6007,-,Verified,5727,6083,,False,6083.0,6383.0,5583.0,6083.0
YPL282C,PAU22,16,gene,7933,8427,-,Verified,494,8427,,,8427.0,8727.0,7927.0,8427.0
YPL281C,ERR2,16,gene,9557,10870,-,Verified,1313,10870,,,10870.0,11170.0,10370.0,10870.0
YPL279C,YPL279C,16,gene,13228,14355,-,Uncharacterized,1127,14395,12962.0,False,14395.0,14695.0,13895.0,14395.0
YPL278C,YPL278C,16,gene,15053,15355,-,Uncharacterized,302,15355,,,15355.0,15655.0,14855.0,15355.0
YPL277C,YPL277C,16,gene,15405,16868,-,Uncharacterized,1463,16868,,,16868.0,17168.0,16368.0,16868.0
YPL272C,YPL272C,16,gene,26611,28164,-,Uncharacterized,1553,28164,,,28164.0,28464.0,27664.0,28164.0
YPL264C,YPL264C,16,gene,43283,44344,-,Uncharacterized,1061,44344,,,44344.0,44644.0,43844.0,44344.0
YPL260W,YPL260W,16,gene,49303,50958,+,Uncharacterized,1655,49214,51140.0,False,48914.0,49214.0,49214.0,49714.0
YPL257W,YPL257W,16,gene,63279,63860,+,Uncharacterized,581,63213,,False,62913.0,63213.0,63213.0,63713.0
YPL247C,YPL247C,16,gene,82625,84196,-,Uncharacterized,1571,84294,82510.0,False,84294.0,84594.0,83794.0,84294.0
YPL245W,YPL245W,16,gene,85586,86950,+,Uncharacterized,1364,85529,87011.0,False,85229.0,85529.0,85529.0,86029.0
YPL236C,YPL236C,16,gene,101608,102702,-,Uncharacterized,1094,102972,101468.0,False,102972.0,103272.0,102472.0,102972.0
YPL229W,YPL229W,16,gene,117067,117687,+,Uncharacterized,620,117048,117950.0,False,116748.0,117048.0,117048.0,117548.0
YPL225W,YPL225W,16,gene,126006,126446,+,Verified,440,125959,126574.0,False,125659.0,125959.0,125959.0,126459.0
YPL216W,YPL216W,16,gene,143821,147129,+,Uncharacterized,3308,143413,147325.0,False,143113.0,143413.0,143413.0,143913.0
YPL199C,YPL199C,16,gene,172033,172755,-,Uncharacterized,722,172768,171965.0,False,172768.0,173068.0,172268.0,172768.0
YPL191C,YPL191C,16,gene,183597,184679,-,Uncharacterized,1082,184725,183547.0,False,184725.0,185025.0,184225.0,184725.0
YPL168W,YPL168W,16,gene,231217,232509,+,Uncharacterized,1292,231073,232566.0,False,230773.0,231073.0,231073.0,231573.0
YPL162C,YPL162C,16,gene,243206,244027,-,Uncharacterized,821,244083,,False,244083.0,244383.0,243583.0,244083.0
YPL152W-A,YPL152W-A,16,gene,264602,264700,+,Uncharacterized,98,264571,,False,264271.0,264571.0,264571.0,265071.0
YPL150W,YPL150W,16,gene,268188,270893,+,Uncharacterized,2705,267767,271073.0,False,267467.0,267767.0,267767.0,268267.0
YPL119C-A,YPL119C-A,16,gene,324024,324287,-,Uncharacterized,263,324396,323991.0,False,324396.0,324696.0,323896.0,324396.0
YPL113C,YPL113C,16,gene,335953,337143,-,Uncharacterized,1190,337159,335860.0,False,337159.0,337459.0,336659.0,337159.0
YPL109C,YPL109C,16,gene,345264,347389,-,Uncharacterized,2125,347467,345256.0,False,347467.0,347767.0,346967.0,347467.0
YPL108W,YPL108W,16,gene,348446,348952,+,Uncharacterized,506,348458,349062.0,False,348158.0,348458.0,348458.0,348958.0
YPL107W,YPL107W,16,gene,349119,349865,+,Uncharacterized,746,349070,349966.0,False,348770.0,349070.0,349070.0,349570.0
YPL088W,YPL088W,16,gene,381965,382993,+,Uncharacterized,1028,381878,383078.0,False,381578.0,381878.0,381878.0,382378.0
YPL077C,YPL077C,16,gene,409368,410090,-,Uncharacterized,722,410119,409019.0,False,410119.0,410419.0,409619.0,410119.0
YPL071C,YPL071C,16,gene,420048,420518,-,Uncharacterized,470,420565,419961.0,False,420565.0,420865.0,420065.0,420565.0
YPL068C,YPL068C,16,gene,424215,425096,-,Uncharacterized,881,425136,424151.0,False,425136.0,425436.0,424636.0,425136.0
YPL067C,YPL067C,16,gene,425251,425847,-,Uncharacterized,596,425905,425164.0,False,425905.0,426205.0,425405.0,425905.0
YPL066W,YPL066W,16,gene,426233,427672,+,Uncharacterized,1439,425809,427767.0,False,425509.0,425809.0,425809.0,426309.0
YPL041C,YPL041C,16,gene,475118,475741,-,Uncharacterized,623,475742,474977.0,False,475742.0,476042.0,475242.0,475742.0
YPL039W,YPL039W,16,gene,479225,480175,+,Uncharacterized,950,479169,480313.0,False,478869.0,479169.0,479169.0,479669.0
YPL038W-A,YPL038W-A,16,gene,480182,480373,+,Uncharacterized,191,480182,,,479882.0,480182.0,480182.0,480682.0
YPL034W,YPL034W,16,gene,486712,487209,+,Uncharacterized,497,486379,487343.0,False,486079.0,486379.0,486379.0,486879.0
YPL014W,YPL014W,16,gene,527547,528692,+,Uncharacterized,1145,527530,528949.0,False,527230.0,527530.0,527530.0,528030.0
YPR003C,YPR003C,16,gene,561504,563768,-,Uncharacterized,2264,563815,561325.0,False,563815.0,564115.0,563315.0,563815.0
YPR010C-A,YPR010C-A,16,gene,582373,582734,-,Uncharacterized,361,582787,582225.0,False,582787.0,583087.0,582287.0,582787.0
YPR011C,YPR011C,16,gene,583062,584042,-,Uncharacterized,980,584146,582758.0,False,584146.0,584446.0,583646.0,584146.0
YPR013C,YPR013C,16,gene,584632,585585,-,Uncharacterized,953,585728,584528.0,False,585728.0,586028.0,585228.0,585728.0
YPR015C,YPR015C,16,gene,590283,591026,-,Uncharacterized,743,591113,590136.0,False,591113.0,591413.0,590613.0,591113.0
YPR022C,YPR022C,16,gene,603911,607312,-,Uncharacterized,3401,607400,603748.0,False,607400.0,607700.0,606900.0,607400.0
YPR027C,YPR027C,16,gene,620425,621258,-,Uncharacterized,833,621419,,False,621419.0,621719.0,620919.0,621419.0
YPR036W-A,YPR036W-A,16,gene,645950,646153,+,Verified,203,645876,646422.0,False,645576.0,645876.0,645876.0,646376.0
YPR063C,YPR063C,16,gene,677812,678320,-,Uncharacterized,508,678388,677604.0,False,678388.0,678688.0,677888.0,678388.0
YPR071W,YPR071W,16,gene,688172,688807,+,Uncharacterized,635,688161,,False,687861.0,688161.0,688161.0,688661.0
YPR078C,YPR078C,16,gene,697147,698265,-,Uncharacterized,1118,698430,,False,698430.0,698730.0,697930.0,698430.0
YPR084W,YPR084W,16,gene,706972,708342,+,Uncharacterized,1370,706858,708510.0,False,706558.0,706858.0,706858.0,707358.0
YPR089W,YPR089W,16,gene,713275,715941,+,Uncharacterized,2666,713237,716020.0,False,712937.0,713237.0,713237.0,713737.0
YPR091C,YPR091C,16,gene,716156,718468,-,Verified,2312,718497,715946.0,False,718497.0,718797.0,717997.0,718497.0
YPR096C,YPR096C,16,gene,724842,725144,-,Verified,302,725144,,,725144.0,725444.0,724644.0,725144.0
YPR097W,YPR097W,16,gene,725394,728615,+,Verified,3221,725159,728742.0,False,724859.0,725159.0,725159.0,725659.0
YPR098C,YPR098C,16,gene,728947,729528,-,Verified,581,729548,728718.0,False,729548.0,729848.0,729048.0,729548.0
YPR108W-A,YPR108W-A,16,gene,744175,744387,+,Uncharacterized,212,744274,744445.0,False,743974.0,744274.0,744274.0,744774.0
YPR109W,YPR109W,16,gene,744689,745573,+,Uncharacterized,884,744518,745667.0,False,744218.0,744518.0,744518.0,745018.0
YPR114W,YPR114W,16,gene,753301,754248,+,Uncharacterized,947,753224,754348.0,False,752924.0,753224.0,753224.0,753724.0
YPR117W,YPR117W,16,gene,760025,767494,+,Uncharacterized,7469,759718,767587.0,False,759418.0,759718.0,759718.0,760218.0
YPR127W,YPR127W,16,gene,790083,791120,+,Verified,1037,789911,791204.0,False,789611.0,789911.0,789911.0,790411.0
YPR145C-A,YPR145C-A,16,gene,824690,824926,-,Uncharacterized,236,824926,,,824926.0,825226.0,824426.0,824926.0
YPR147C,YPR147C,16,gene,825645,826559,-,Uncharacterized,914,826589,825438.0,False,826589.0,826889.0,826089.0,826589.0
YPR148C,YPR148C,16,gene,826833,828140,-,Verified,1307,828200,826715.0,False,828200.0,828500.0,827700.0,828200.0
YPR153W,YPR153W,16,gene,833689,834245,+,Verified,556,833642,,False,833342.0,833642.0,833642.0,834142.0
YPR157W,YPR157W,16,gene,841266,842669,+,Uncharacterized,1403,841216,842755.0,False,840916.0,841216.0,841216.0,841716.0
YPR159C-A,YPR159C-A,16,gene,860314,860415,-,Uncharacterized,101,860415,,,860415.0,860715.0,859915.0,860415.0
YPR170W-B,YPR170W-B,16,gene,883239,883595,+,Uncharacterized,356,883202,883792.0,False,882902.0,883202.0,883202.0,883702.0
YPR172W,YPR172W,16,gene,885796,886398,+,Uncharacterized,602,885767,886467.0,False,885467.0,885767.0,885767.0,886267.0
YPR174C,YPR174C,16,gene,888043,888708,-,Uncharacterized,665,888742,887950.0,False,888742.0,889042.0,888242.0,888742.0
YPR196W,YPR196W,16,gene,931376,932788,+,Uncharacterized,1412,931348,932960.0,False,931048.0,931348.0,931348.0,931848.0
YPR202W,YPR202W,16,gene,943032,943896,+,Uncharacterized,864,942768,,False,942468.0,942768.0,942768.0,943268.0
YPR203W,YPR203W,16,gene,943880,944188,+,Uncharacterized,308,943880,,,943580.0,943880.0,943880.0,944380.0
YPR204W,YPR204W,16,gene,944603,947701,+,Uncharacterized,3098,944603,,,944303.0,944603.0,944603.0,945103.0
