Gene_ID,Gene_name,Fourier_score,P_value,FDR,Cell_cycle_phase
YHR117W,TOM71,4.69440731,0.2109,0.362190783,NA
YBR287W,YBR287W,4.675516809,0.21139,0.362920792,NA
YGR048W,UFD1,4.709268437,0.21177,0.36346156,NA
YOR071C,NRT1,4.68607996,0.2124,0.364430939,NA
YMR150C,IMP1,4.70399864,0.21252,0.364524946,NA
YLL052C,AQY2,4.707852123,0.21281,0.364755212,NA
YOR265W,RBL2,4.649784349,0.21279,0.364755212,NA
YLR343W,GAS2,4.734501176,0.21285,0.364755212,NA
YMR084W,YMR084W,4.648487761,0.21306,0.365003187,NA
YAL060W,BDH1,4.696954137,0.21331,0.365095805,NA
YBR121C,GRS1,4.708486912,0.21323,0.365095805,NA
YNL121C,TOM70,4.685497282,0.21327,0.365095805,NA
YJR110W,YMR1,4.720845506,0.21346,0.36524071,NA
YGR085C,RPL11B,4.697606759,0.21425,0.366480263,NA
YOR147W,MDM32,4.678473099,0.21436,0.366556256,NA
YJL025W,RRN7,4.672807423,0.21462,0.366869377,NA
YJR078W,BNA2,4.758819526,0.21469,0.366869377,NA
YPL214C,THI6,4.693182555,0.21474,0.366869377,NA
YGR282C,BGL2,4.668044835,0.21481,0.366876841,NA
YNL003C,PET8,4.701022738,0.21543,0.367823366,NA
YHL047C,ARN2,4.692269927,0.21568,0.368137771,NA
YPL090C,RPS6A,4.693266721,0.21582,0.368264286,NA
YIL009C-A,EST3,4.737682314,0.21603,0.368510131,NA
YBL004W,UTP20,4.685322749,0.2161,0.368517084,NA
YFR022W,ROG3,4.691857006,0.21644,0.368984324,NA
YBR221C,PDB1,4.719029701,0.21663,0.36919564,NA
YDL082W,RPL13A,4.708484911,0.21682,0.36926692,NA
YMR290C,HAS1,4.666742582,0.21687,0.36926692,NA
YOR344C,TYE7,4.73509282,0.2168,0.36926692,NA
YDR170C,SEC7,4.648124142,0.217,0.369287036,NA
YNL125C,ESBP6,4.684860141,0.21708,0.369287036,NA
YFL051C,YFL051C,4.735584358,0.21705,0.369287036,NA
YOL089C,HAL9,4.674277652,0.2175,0.369888956,NA
YHL027W,RIM101,4.663596948,0.21819,0.370600699,NA
YJL102W,MEF2,4.675657961,0.21823,0.370600699,NA
YNL086W,SNN1,4.721814122,0.21825,0.370600699,NA
YNL059C,ARP5,4.655052272,0.21824,0.370600699,NA
YOL027C,MDM38,4.736892539,0.21821,0.370600699,NA
YLR320W,MMS22,4.666150296,0.2184,0.370742788,NA
YPR108W,RPN7,4.657590699,0.21851,0.37081691,NA
YDR428C,BNA7,4.627971374,0.21919,0.371683288,NA
YHL009C,YAP3,4.677606043,0.21919,0.371683288,NA
YNL144C,YNL144C,4.663453669,0.21922,0.371683288,NA
YPL079W,RPL21B,4.690542167,0.21929,0.371689236,NA
YER123W,YCK3,4.655231546,0.21962,0.371983858,NA
YGR057C,LST7,4.649153407,0.21968,0.371983858,NA
YIL134W,FLX1,4.646453202,0.21973,0.371983858,NA
YJL129C,TRK1,4.654760481,0.21962,0.371983858,NA
YOL086W-A,YOL086W-A,4.659394639,0.21988,0.37201247,NA
YPL001W,HAT1,4.644938538,0.21988,0.37201247,NA
YDR034C,LYS14,4.648928371,0.22003,0.372153616,NA
YCL034W,LSB5,4.652585823,0.22026,0.372210547,NA
YJL050W,MTR4,4.655390897,0.22015,0.372210547,NA
YPL135W,ISU1,4.630545384,0.2203,0.372210547,NA
YOR003W,YSP3,4.745684433,0.22033,0.372210547,NA
YKL065C,YET1,4.66862632,0.2204,0.372216314,NA
YLR387C,REH1,4.657457857,0.2206,0.372441558,NA
YCR090C,YCR090C,4.663347136,0.22143,0.373605643,NA
YMR116C,ASC1,4.666529309,0.22141,0.373605643,NA
YPR036W-A,YPR036W-A,4.639546767,0.22149,0.373605643,NA
YGR010W,NMA2,4.630603676,0.22195,0.374268627,NA
YLR040C,YLR040C,4.505363399,0.2222,0.374524947,NA
YLR244C,MAP1,4.652008723,0.22235,0.374524947,NA
YNL250W,RAD50,4.63411392,0.22237,0.374524947,NA
YNL229C,URE2,4.635370895,0.22236,0.374524947,NA
YPR062W,FCY1,4.644346622,0.22256,0.374732048,NA
YER076C,YER076C,4.631552839,0.22269,0.374838031,NA
YNL178W,RPS3,4.6815301,0.22276,0.374842986,NA
YBL014C,RRN6,4.617253929,0.22324,0.375086144,NA
YBR228W,SLX1,4.569845154,0.2232,0.375086144,NA
YDR172W,SUP35,4.612695123,0.22314,0.375086144,NA
YMR077C,VPS20,4.618805512,0.223,0.375086144,NA
YOL163W,YOL163W,4.679391459,0.22314,0.375086144,NA
YGR154C,GTO1,4.613765758,0.2234,0.375163052,NA
YNL209W,SSB2,4.664086559,0.22342,0.375163052,NA
YDL229W,SSB1,4.692038108,0.22355,0.375268619,NA
YPL094C,SEC62,4.687806109,0.22393,0.375793666,NA
YBR296C,PHO89,4.658817448,0.22423,0.376042352,NA
YML008C,ERG6,4.661119549,0.22428,0.376042352,NA
YPR110C,RPC40,4.612341635,0.22417,0.376042352,NA
YPL089C,RLM1,4.632394852,0.2244,0.376130735,NA
YKL156W,RPS27A,4.62990216,0.22449,0.376168795,NA
YER094C,PUP3,4.638500911,0.22483,0.376512792,NA
YNL156C,NSG2,4.625185895,0.2248,0.376512792,NA
YDL200C,MGT1,4.611919301,0.22494,0.376584187,NA
YNR014W,YNR014W,4.627587022,0.22518,0.376873114,NA
YIL150C,MCM10,4.560673973,0.22534,0.377028016,NA
YDR530C,APA2,4.577771554,0.22568,0.377258134,NA
YHR040W,BCD1,4.612069287,0.22565,0.377258134,NA
YPR181C,SEC23,4.654584465,0.22555,0.377258134,NA
YFR032C-A,RPL29,4.63557104,0.22596,0.37727491,NA
YHR199C-A,NBL1,4.621722208,0.22585,0.37727491,NA
YMR118C,YMR118C,4.619138853,0.22593,0.37727491,NA
YNL234W,YNL234W,4.600092635,0.2258,0.37727491,NA
YKR095W-A,PCC1,4.593042003,0.22621,0.377466836,NA
YOL120C,RPL18A,4.655006157,0.22617,0.377466836,NA
YEL054C,RPL12A,4.637700115,0.22629,0.377475089,NA
YMR194W,RPL36A,4.652094882,0.22635,0.377475089,NA
YGR211W,ZPR1,4.617161372,0.22652,0.377645929,NA
YKL051W,SFK1,4.592004827,0.22678,0.377966667,NA
YPR072W,NOT5,4.619015957,0.22723,0.378603785,NA
YAR019C,CDC15,4.627689507,0.22734,0.378674195,NA
YMR040W,YET2,4.58051782,0.22762,0.379027644,NA
YIR011C,STS1,4.665932189,0.22788,0.379347588,NA
YDR293C,SSD1,4.627686208,0.22842,0.380133313,NA
YOL126C,MDH2,4.613208466,0.2289,0.38081875,NA
YGL236C,MTO1,4.618274182,0.22916,0.381137876,NA
YNR003C,RPC34,4.580671294,0.22931,0.381243652,NA
YOR152C,YOR152C,4.6439709,0.22936,0.381243652,NA
YCR060W,TAH1,4.587308031,0.22973,0.381457749,NA
YDR324C,UTP4,4.596059385,0.22968,0.381457749,NA
YDR480W,DIG2,4.670464503,0.22983,0.381457749,NA
YER042W,MXR1,4.660542693,0.2298,0.381457749,NA
YPL247C,YPL247C,4.62400678,0.22956,0.381457749,NA
YPR151C,SUE1,4.646731183,0.23003,0.381676373,NA
YJR104C,SOD1,4.589160841,0.23043,0.38211323,NA
YLR223C,IFH1,4.581562265,0.23041,0.38211323,NA
YER134C,YER134C,4.587291632,0.23065,0.38236462,NA
YPL110C,GDE1,4.634643139,0.23091,0.382682152,NA
YLR418C,CDC73,4.580438851,0.23108,0.382850385,NA
YKL059C,MPE1,4.592080476,0.23154,0.383498844,NA
YGR191W,HIP1,4.588910633,0.23169,0.38358623,NA
YHR132C,ECM14,4.570871551,0.23173,0.38358623,NA
YMR063W,RIM9,4.61276451,0.23187,0.383704352,NA
YEL046C,GLY1,4.35428953,0.2324,0.384240166,NA
YKR014C,YPT52,4.572590819,0.23239,0.384240166,NA
YNR037C,RSM19,4.58127648,0.23231,0.384240166,NA
YML073C,RPL6A,4.603288686,0.23252,0.384244339,NA
YOR175C,ALE1,4.580542756,0.23254,0.384244339,NA
YOL143C,RIB4,4.567118732,0.23367,0.385965968,NA
YOL016C,CMK2,4.621753798,0.23372,0.385965968,NA
YER087C-B,SBH1,4.551401311,0.23379,0.385967543,NA
YJL177W,RPL17B,4.632629934,0.23415,0.386447741,NA
YKL064W,MNR2,4.566413245,0.23452,0.38671587,NA
YMR217W,GUA1,4.564207291,0.23446,0.38671587,NA
YOL038C-A,YOL038C-A,4.592083581,0.23442,0.38671587,NA
YLL058W,YLL058W,4.58791186,0.23465,0.386816131,NA
YML079W,YML079W,4.586915751,0.23486,0.387048172,NA
YDR323C,PEP7,4.571312513,0.23495,0.387082375,NA
YGL103W,RPL28,4.598492668,0.23508,0.38718244,NA
YAL046C,AIM1,4.557703212,0.23556,0.387858733,NA
YNL012W,SPO1,4.639530938,0.23568,0.387942049,NA
YBL102W,SFT2,4.55100897,0.2358,0.388025316,NA
YDR484W,VPS52,4.544023604,0.23601,0.388256592,NA
YLR136C,TIS11,4.540057796,0.23608,0.388257487,NA
YLR072W,YLR072W,4.574728314,0.23641,0.388685853,NA
YEL018W,EAF5,4.569500946,0.23653,0.388768803,NA
YHR094C,HXT1,4.538620038,0.2367,0.388933862,NA
YLR150W,STM1,4.540353418,0.23759,0.390281546,NA
YKR057W,RPS21A,4.562387603,0.2379,0.390675969,NA
YLR340W,RPP0,4.580785523,0.23803,0.390774655,NA
YHR096C,HXT5,4.56252097,0.23835,0.391185115,NA
YGL151W,NUT1,4.56916797,0.23869,0.391185283,NA
YJL217W,REE1,4.550920579,0.23854,0.391185283,NA
YNL243W,SLA2,4.564337628,0.2387,0.391185283,NA
YBR214W,SDS24,4.524036334,0.23857,0.391185283,NA
YFR017C,YFR017C,4.520553911,0.23865,0.391185283,NA
YBL024W,NCL1,4.537024617,0.2395,0.392314876,NA
YGL073W,HSF1,4.552159957,0.23962,0.392314876,NA
YJR102C,VPS25,4.544338498,0.23967,0.392314876,NA
YLR448W,RPL6B,4.571825191,0.23963,0.392314876,NA
YPL046C,ELC1,4.531275106,0.23977,0.392363671,NA
YBL037W,APL3,4.546114079,0.24073,0.393473253,NA
YCR036W,RBK1,4.524450432,0.24067,0.393473253,NA
YGR037C,ACB1,4.578298043,0.2408,0.393473253,NA
YOR294W,RRS1,4.517571102,0.24057,0.393473253,NA
YPR011C,YPR011C,4.515821652,0.24073,0.393473253,NA
YGR127W,YGR127W,4.51071394,0.24121,0.394028025,NA
YOR377W,ATF1,4.486730846,0.2413,0.394059889,NA
YOL162W,YOL162W,4.567917415,0.24141,0.394124387,NA
YBR097W,VPS15,4.494604205,0.24186,0.394628546,NA
YLL034C,RIX7,4.504264848,0.24184,0.394628546,NA
YIL020C,HIS6,4.52729431,0.24225,0.395149548,NA
YOR220W,RCN2,4.577496524,0.24241,0.395295187,NA
YBL022C,PIM1,4.516011403,0.24267,0.395603762,NA
YBL079W,NUP170,4.504474197,0.24289,0.395846968,NA
YBL057C,PTH2,4.511515297,0.2434,0.396562518,NA
YHR210C,YHR210C,4.526383282,0.2435,0.396609848,NA
YER147C,SCC4,4.475222141,0.24415,0.397552724,NA
YIL142W,CCT2,4.50044562,0.24514,0.399048515,NA
YDR239C,YDR239C,4.484586023,0.24593,0.400217962,NA
YBR050C,REG2,4.579896556,0.24611,0.400394325,NA
YCR061W,YCR061W,4.506757825,0.24639,0.400733227,NA
YJL004C,SYS1,4.411580474,0.24651,0.40081178,NA
YLL013C,PUF3,4.499664437,0.24667,0.400955307,NA
YHR046C,INM1,4.499877991,0.24681,0.40106625,NA
YGL202W,ARO8,4.478696435,0.24705,0.401222981,NA
YGL243W,TAD1,4.493150877,0.24704,0.401222981,NA
YIL021W,RPB3,4.478636154,0.24713,0.401236335,NA
YHR019C,DED81,4.467744037,0.24726,0.401330836,NA
YER009W,NTF2,4.496914892,0.24741,0.401341236,NA
YMR259C,YMR259C,4.479865273,0.2474,0.401341236,NA
YKL084W,HOT13,4.486912329,0.2477,0.401695097,NA
YNL152W,INN1,4.485102449,0.24784,0.401770107,NA
YOR130C,ORT1,4.560285665,0.24789,0.401770107,NA
YAL043C,PTA1,4.334865132,0.24802,0.401780238,NA
YNR070W,PDR18,4.47213707,0.24804,0.401780238,NA
YEL025C,YEL025C,4.47516756,0.24819,0.401838923,NA
YJR010W,MET3,4.607148244,0.24822,0.401838923,NA
YDR044W,HEM13,4.478100748,0.24836,0.40194916,NA
YPR060C,ARO7,4.510438549,0.24881,0.402560897,NA
YPL265W,DIP5,4.478107632,0.24905,0.40283261,NA
YGR083C,GCD2,4.466995557,0.24922,0.402874436,NA
YJR079W,YJR079W,4.544001633,0.2492,0.402874436,NA
YOR374W,ALD4,4.214712563,0.24939,0.403032697,NA
YHR170W,NMD3,4.467834405,0.24994,0.403571519,NA
YOL132W,GAS4,4.480779332,0.24992,0.403571519,NA
YBR045C,GIP1,4.515287816,0.24993,0.403571519,NA
YDR221W,GTB1,4.450031915,0.25012,0.403628984,NA
YPR002W,PDH1,4.154134335,0.25009,0.403628984,NA
YLR100W,ERG27,4.450131404,0.25037,0.403915815,NA
YBR230W-A,YBR230W-A,4.488036373,0.25075,0.404275634,NA
YKL122C,SRP21,4.440829288,0.25081,0.404275634,NA
YKL086W,SRX1,4.495068979,0.25077,0.404275634,NA
YDR047W,HEM12,4.463822167,0.25109,0.404493689,NA
YIL094C,LYS12,4.46918381,0.25109,0.404493689,NA
YBL018C,POP8,4.444608831,0.25122,0.404586517,NA
YBR281C,DUG2,4.4937986,0.25148,0.404888594,NA
YIL011W,TIR3,4.493132256,0.25156,0.404900777,NA
YIL123W,SIM1,4.441796276,0.25207,0.405604865,NA
YNL065W,AQR1,4.480061011,0.2523,0.405858129,NA
YBR217W,ATG12,4.474925445,0.25241,0.405918268,NA
YAL048C,GEM1,4.444904738,0.25296,0.406451969,NA
YLR175W,CBF5,4.439298555,0.25294,0.406451969,NA
YMR173W,DDR48,4.540544566,0.25294,0.406451969,NA
YDR110W,FOB1,4.447594732,0.25329,0.406865259,NA
YDR021W,FAL1,4.434181209,0.25397,0.407750617,NA
YLR330W,CHS5,4.446426051,0.25406,0.407750617,NA
YOR306C,MCH5,4.500446682,0.25406,0.407750617,NA
YPL063W,TIM50,4.431012212,0.25458,0.40846791,NA
YGR197C,SNG1,4.44778526,0.25483,0.408634452,NA
YLR197W,NOP56,4.435315615,0.25482,0.408634452,NA
YDR121W,DPB4,4.434610291,0.25519,0.409094379,NA
YNL247W,YNL247W,4.481739296,0.25583,0.410002781,NA
YJL088W,ARG3,4.434870812,0.25601,0.41017366,NA
YFL056C,AAD6,4.466391715,0.25612,0.410226898,NA
YLR164W,YLR164W,4.420686713,0.25619,0.410226898,NA
YDR351W,SBE2,4.455743463,0.25643,0.410258643,NA
YJR062C,NTA1,4.427105577,0.25632,0.410258643,NA
YLR456W,YLR456W,4.464354009,0.25639,0.410258643,NA
YDR119W,VBA4,4.420697426,0.25697,0.410785874,NA
YER092W,IES5,4.465416677,0.25684,0.410785874,NA
YGL062W,PYC1,4.539205694,0.25698,0.410785874,NA
YEL048C,TCA17,4.422962792,0.25762,0.411455943,NA
YIL022W,TIM44,4.443581307,0.25748,0.411455943,NA
YOL109W,ZEO1,4.441252917,0.25757,0.411455943,NA
YMR318C,ADH6,4.521571615,0.25781,0.411641788,NA
YDR198C,RKM2,4.40927033,0.2582,0.412029118,NA
YKL006W,RPL14A,4.44095754,0.25816,0.412029118,NA
YBL017C,PEP1,4.453779443,0.25859,0.412394039,NA
YEL003W,GIM4,4.446120278,0.25865,0.412394039,NA
YER129W,SAK1,4.414751263,0.25865,0.412394039,NA
YKR030W,GMH1,4.404154733,0.25879,0.412499601,NA
YGL011C,SCL1,4.431512584,0.25913,0.412923803,NA
YNL123W,NMA111,4.406381375,0.25921,0.412933571,NA
YCL033C,MXR2,4.501974257,0.25969,0.412954096,NA
YER163C,YER163C,4.496820767,0.25961,0.412954096,NA
YHR136C,SPL2,4.403789291,0.25956,0.412954096,NA
YHR138C,YHR138C,4.462376439,0.25959,0.412954096,NA
YOL128C,YGK3,4.428073697,0.25974,0.412954096,NA
YPL237W,SUI3,4.441531172,0.25964,0.412954096,NA
YPR160W,GPH1,4.502950632,0.25969,0.412954096,NA
YBR212W,NGR1,4.394707344,0.25986,0.41302741,NA
YGL160W,AIM14,4.412599139,0.26,0.413132462,NA
YPL069C,BTS1,4.442378588,0.2601,0.413173913,NA
YBL093C,ROX3,4.428722324,0.26073,0.414057017,NA
YDR050C,TPI1,4.392089256,0.26132,0.414876115,NA
YOR304W,ISW2,4.427131307,0.26166,0.415297956,NA
YMR164C,MSS11,4.408951597,0.26224,0.416100369,NA
YPL239W,YAR1,4.379861742,0.26249,0.416378859,NA
YJR145C,RPS4A,4.433399071,0.26293,0.41695122,NA
YPL010W,RET3,4.440061262,0.263,0.41695122,NA
YOR100C,CRC1,4.310469338,0.26316,0.417086589,NA
YNL215W,IES2,4.382929887,0.26392,0.418172562,NA
YIL128W,MET18,4.389933003,0.26417,0.418450071,NA
YOR021C,YOR021C,4.388357183,0.2648,0.419329178,NA
YPL200W,CSM4,4.405458372,0.26507,0.419637865,NA
YGL234W,"ADE5,7",4.370725056,0.26528,0.419653239,NA
YGR158C,MTR3,4.373173264,0.26538,0.419653239,NA
YPR089W,YPR089W,4.405670492,0.26535,0.419653239,NA
YMR105W-A,YMR105W-A,4.414703253,0.26533,0.419653239,NA
YBR164C,ARL1,4.378100687,0.26552,0.419755882,NA
YER061C,CEM1,4.397465581,0.26568,0.419771396,NA
YLL007C,YLL007C,4.377981582,0.26565,0.419771396,NA
YIL101C,XBP1,4.465700587,0.26589,0.419984487,NA
YDR373W,FRQ1,4.388647514,0.2661,0.420197458,NA
YKR045C,YKR045C,4.381106415,0.26622,0.420268229,NA
YJR129C,YJR129C,4.501495034,0.26634,0.420338961,NA
YBR173C,UMP1,4.413223771,0.26645,0.420393875,NA
YBL016W,FUS3,4.355343037,0.26664,0.420574944,NA
YCL005W-A,VMA9,4.39286513,0.26704,0.420968302,NA
YLR226W,BUR2,4.39644998,0.267,0.420968302,NA
YKL079W,SMY1,4.391435427,0.2672,0.421101776,NA
YHR087W,RTC3,4.248486972,0.26771,0.421667766,NA
YLR078C,BOS1,4.493528303,0.26771,0.421667766,NA
YJL020C,BBC1,4.452608681,0.26819,0.422304817,NA
YJR133W,XPT1,4.37725893,0.26832,0.422318834,NA
YJR148W,BAT2,4.479800409,0.26835,0.422318834,NA
YPL188W,POS5,4.375996502,0.26879,0.422892232,NA
YCR079W,PTC6,4.407951502,0.26906,0.422959899,NA
YKR035W-A,DID2,4.336722261,0.26901,0.422959899,NA
YNL288W,CAF40,4.370229262,0.269,0.422959899,NA
YDR350C,ATP22,4.378293679,0.26916,0.422998145,NA
YHR143W-A,RPC10,4.34028022,0.26996,0.424016971,NA
YLR061W,RPL22A,4.404541526,0.26994,0.424016971,NA
YNL096C,RPS7B,4.386334412,0.2705,0.424745787,NA
YGL041C-B,YGL041C-B,4.358771825,0.27071,0.424956164,NA
YKL093W,MBR1,4.381129067,0.27155,0.426155109,NA
YDL066W,IDP1,4.39857493,0.27188,0.426553242,NA
YGR284C,ERV29,4.371514227,0.27199,0.426606089,NA
YJR094W-A,RPL43B,4.373412515,0.2728,0.427756522,NA
YKR081C,RPF2,4.325884615,0.27297,0.427903057,NA
YPL131W,RPL5,4.420958534,0.27348,0.428582338,NA
YHR099W,TRA1,4.325913285,0.27371,0.428822562,NA
YGL071W,AFT1,4.332253923,0.27407,0.429151078,NA
YJL062W-A,COA3,4.362544075,0.27411,0.429151078,NA
YPL228W,CET1,4.324075457,0.27415,0.429151078,NA
YHL029C,OCA5,4.320518135,0.2748,0.430048152,NA
YOL092W,YOL092W,4.313380852,0.27522,0.43046441,NA
YOR347C,PYK2,4.380641074,0.2752,0.43046441,NA
YJL208C,NUC1,4.350256362,0.27551,0.430797455,NA
YER144C,UBP5,4.303235944,0.27611,0.431614905,NA
YBR029C,CDS1,4.334955835,0.27642,0.431788464,NA
YCR088W,ABP1,4.413479398,0.27653,0.431788464,NA
YDR226W,ADK1,4.304868845,0.27651,0.431788464,NA
YOR371C,GPB1,4.323939967,0.27644,0.431788464,NA
YGL157W,ARI1,4.423540473,0.27676,0.431999944,NA
YPR179C,HDA3,4.330285487,0.27682,0.431999944,NA
YKL211C,TRP3,4.31370186,0.27708,0.432090628,NA
YOR010C,TIR2,4.318107339,0.27711,0.432090628,NA
YOR049C,RSB1,4.342687965,0.277,0.432090628,NA
YML002W,YML002W,4.327315772,0.27732,0.43229749,NA
YAL040C,CLN3,4.316683557,0.27774,0.432757609,NA
YOR072W-B,YOR072W-B,4.339533737,0.27777,0.432757609,NA
YER037W,PHM8,4.2996778,0.27795,0.432890223,NA
YOR008C-A,YOR008C-A,4.314877547,0.27801,0.432890223,NA
YGL030W,RPL30,4.327724533,0.27842,0.433329958,NA
YJL079C,PRY1,4.350387892,0.27868,0.433329958,NA
YLR216C,CPR6,4.332276638,0.27859,0.433329958,NA
YML080W,DUS1,4.302662381,0.27851,0.433329958,NA
YOL013W-A,YOL013W-A,4.358753326,0.27863,0.433329958,NA
YLR180W,SAM1,4.323920192,0.27877,0.43334936,NA
YBR291C,CTP1,4.307794757,0.27886,0.433368752,NA
YCR020W-B,HTL1,4.298812505,0.27911,0.433516227,NA
YIL137C,TMA108,4.455199425,0.27909,0.433516227,NA
YLR328W,NMA1,4.403714891,0.27927,0.433523827,NA
YCL021W-A,YCL021W-A,4.312324897,0.27923,0.433523827,NA
YBL049W,MOH1,4.324546846,0.27951,0.433616533,NA
YKL208W,CBT1,4.371259976,0.2795,0.433616533,NA
YPL122C,TFB2,4.313483372,0.27958,0.433616533,NA
YPR040W,TIP41,4.406341381,0.27964,0.433616533,NA
YGR180C,RNR4,4.3416551,0.27985,0.433674307,NA
YJR093C,FIP1,4.299950285,0.2799,0.433674307,NA
YPR043W,RPL43A,4.341701706,0.27991,0.433674307,NA
YBR267W,REI1,4.282421789,0.2804,0.434313106,NA
YPR182W,SMX3,4.130307496,0.28049,0.434332161,NA
YGR145W,ENP2,4.278529362,0.28083,0.434738217,NA
YGR155W,CYS4,4.333882791,0.28104,0.434822474,NA
YKR028W,SAP190,4.281831336,0.28097,0.434822474,NA
YDL116W,NUP84,4.268109803,0.28137,0.435169516,NA
YGL023C,PIB2,4.33706372,0.28142,0.435169516,NA
YML077W,BET5,4.270125152,0.28153,0.43521922,NA
YIL031W,ULP2,4.283140316,0.2818,0.435516174,NA
YNL055C,POR1,4.354220896,0.28214,0.435921117,NA
YKR019C,IRS4,4.279496059,0.28261,0.436526637,NA
YDR394W,RPT3,4.30480418,0.28309,0.43702654,NA
YNL230C,ELA1,4.391689229,0.28305,0.43702654,NA
YBR058C-A,TSC3,4.249331654,0.28359,0.437377021,NA
YBR129C,OPY1,4.280065414,0.28363,0.437377021,NA
YGL064C,MRH4,4.31504964,0.28363,0.437377021,NA
YJL147C,YJL147C,4.310179552,0.2836,0.437377021,NA
YER022W,SRB4,4.35398373,0.2843,0.4382893,NA
YDR067C,OCA6,4.312332894,0.28451,0.438492115,NA
YLR241W,YLR241W,4.311373409,0.28464,0.438571555,NA
YAL063C,FLO9,4.2632858,0.28523,0.438952711,NA
YML092C,PRE8,4.29009411,0.28518,0.438952711,NA
YNL035C,YNL035C,4.29533755,0.28528,0.438952711,NA
YOL101C,IZH4,4.300288682,0.28516,0.438952711,NA
YPL071C,YPL071C,4.268316343,0.28527,0.438952711,NA
YOR283W,YOR283W,4.239029852,0.28549,0.439154953,NA
YAL061W,BDH2,4.250641365,0.28669,0.44074468,NA
YNR066C,YNR066C,4.271788897,0.28663,0.44074468,NA
YOR381W,FRE3,4.272318936,0.28676,0.44074468,NA
YML131W,YML131W,4.395497725,0.28738,0.441500934,NA
YML063W,RPS1B,4.295502943,0.28741,0.441500934,NA
YAL054C,ACS1,4.329892206,0.28795,0.442208929,NA
YGR247W,CPD1,4.255945564,0.28804,0.442225652,NA
YGL226C-A,OST5,4.277191802,0.28858,0.442933059,NA
YBR290W,BSD2,4.260753103,0.28922,0.443671734,NA
YJL023C,PET130,4.278027126,0.2892,0.443671734,NA
YLR329W,REC102,4.248403853,0.2897,0.444286145,NA
YMR073C,IRC21,4.219488866,0.29021,0.444946215,NA
YBL039C,URA7,4.251666905,0.29054,0.445330025,NA
YBL025W,RRN10,4.240911037,0.29072,0.445347892,NA
YER145C,FTR1,4.32877416,0.29068,0.445347892,NA
YGR209C,TRX2,4.322255501,0.29092,0.445347892,NA
YLR177W,YLR177W,4.402077778,0.29095,0.445347892,NA
YPL075W,GCR1,4.217357425,0.2909,0.445347892,NA
YDR118W,APC4,4.240419547,0.2913,0.445639573,NA
YHR100C,GEP4,4.237835408,0.29128,0.445639573,NA
YGR009C,SEC9,4.287374986,0.29176,0.446221176,NA
YKL035W,UGP1,4.282582426,0.29197,0.446420213,NA
YER186C,YER186C,4.21736509,0.29261,0.447276429,NA
YLR133W,CKI1,4.218991159,0.29352,0.448422192,NA
YNL020C,ARK1,4.254398939,0.29346,0.448422192,NA
YKL106W,AAT1,4.252714032,0.29389,0.448757443,NA
YLR293C,GSP1,4.22002884,0.2939,0.448757443,NA
YDL168W,SFA1,4.253633,0.29463,0.449626454,NA
YJR151C,DAN4,4.227236706,0.29463,0.449626454,NA
YDL208W,NHP2,4.216339747,0.29514,0.450112411,NA
YGL039W,YGL039W,4.200368476,0.29519,0.450112411,NA
YHR205W,SCH9,4.19698906,0.29507,0.450112411,NA
YPR190C,RPC82,4.197866631,0.29543,0.450355522,NA
YOR316C-A,YOR316C-A,4.230199166,0.29584,0.450857579,NA
YKL068W,NUP100,4.199196516,0.29596,0.450916512,NA
YLL014W,EMC6,4.187481721,0.29604,0.450916512,NA
YDR127W,ARO1,4.196579675,0.29625,0.450990605,NA
YFL023W,BUD27,4.200184849,0.29625,0.450990605,NA
YIL002C,INP51,4.226152451,0.29647,0.451202641,NA
YBL055C,YBL055C,4.19802439,0.29676,0.451381855,NA
YGR102C,YGR102C,4.203360068,0.29682,0.451381855,NA
YJR008W,YJR008W,4.265732005,0.29683,0.451381855,NA
YER185W,PUG1,4.196016311,0.29711,0.45168477,NA
YMR196W,YMR196W,4.32191543,0.29753,0.452200299,NA
YLR138W,NHA1,4.18090762,0.29766,0.452274912,NA
YGL240W,DOC1,4.242495668,0.29789,0.452378457,NA
YLR162W-A,RRT15,4.2483637,0.29787,0.452378457,NA
YNL054W,VAC7,4.191095692,0.29812,0.452450109,NA
YCL058C,FYV5,4.220282661,0.29807,0.452450109,NA
YCR050C,YCR050C,4.225911487,0.29818,0.452450109,NA
YDR107C,TMN2,4.199018663,0.29851,0.452827924,NA
YJR065C,ARP3,4.245393107,0.29885,0.4532207,NA
YDR108W,GSG1,4.188243097,0.2994,0.453931652,NA
YGR264C,MES1,4.179853147,0.2997,0.454263286,NA
YHR141C,RPL42B,4.213894782,0.29984,0.454352291,NA
YDR328C,SKP1,4.247433361,0.30035,0.454755282,NA
YKL038W,RGT1,4.208579731,0.30024,0.454755282,NA
YKR005C,YKR005C,4.253412114,0.30029,0.454755282,NA
YMR131C,RRB1,4.181035056,0.30051,0.45487433,NA
YCR007C,YCR007C,4.243660165,0.30073,0.455084109,NA
YDL092W,SRP14,4.194578929,0.30122,0.455702246,NA
YNL162W,RPL42A,4.216563252,0.30201,0.456773782,NA
YDR409W,SIZ1,4.205600197,0.30225,0.457013119,NA
YDL129W,YDL129W,4.168368514,0.30256,0.457234496,NA
YEL020C,YEL020C,4.249357039,0.30254,0.457234496,NA
YBR159W,IFA38,4.167515007,0.30283,0.457332064,NA
YIL046W-A,YIL046W-A,4.234302408,0.30272,0.457332064,NA
